"cc_num","avg_time_trans"
"4.99626E+15","14:07:26.903226"
"4.59929E+15","14:08:03.435484"
"3.0371E+13","14:09:14.673123"
"6.01136E+15","14:09:25.728155"
"6.52678E+15","26:30:31.68437"
"4.80644E+12","26:31:23.196347"
"4.13446E+15","26:37:28.623853"
"3.73213E+14","26:39:05.253456"
"2.2608E+15","26:40:33.789955"
"4.97223E+15","26:43:58.992367"
"6.52318E+15","26:45:06.422018"
"1.8004E+14","26:46:56.152671"
"3.77835E+14","26:47:39.537037"
"4.5551E+15","26:47:52.085889"
"3.54169E+15","26:48:14.587156"
"2.45408E+15","26:49:02.021439"
"3.46244E+14","26:49:08.597843"
"4.26006E+15","26:49:52.37366"
"4.87927E+15","26:50:29.954058"
"3.58309E+15","26:51:02.040185"
"6.53965E+15","26:51:31.196319"
"5.1549E+15","26:52:39.138461"
"1.80095E+14","26:53:10.766871"
"2.28406E+15","26:53:47.852761"
"2.23534E+15","26:53:56.226994"
"4.42516E+15","26:54:21.382488"
"4.49249E+15","26:54:42.711865"
"60423098130","26:56:46.153846"
"3.48254E+14","26:56:51.494607"
"3.4236E+14","26:57:07.2"
"4.37337E+18","26:57:26.314152"
"3.50137E+15","26:57:37.650695"
"2.2241E+15","26:58:25.581396"
"4.78991E+15","26:59:09.6"
"3.54216E+15","26:59:10.354392"
"4.76012E+12","26:59:13.261206"
"3.53682E+15","27:00:23.94453"
"3.00424E+13","27:00:33.744222"
"3.65815E+13","27:00:38.392581"
"2.28875E+15","27:01:14.652241"
"4.6059E+12","27:01:28.518519"
"4.66631E+18","27:01:31.340524"
"2.35812E+15","27:01:40.930233"
"3.55055E+15","27:03:30.880989"
"4.69816E+15","27:03:33.767442"
"4.11655E+15","27:03:43.611111"
"3.52706E+15","27:04:03.359253"
"4.02622E+12","27:04:53.405573"
"4.50145E+15","27:05:04.451314"
"3.00115E+13","27:05:53.972179"
"60427851591","27:06:14.210527"
"3.5378E+15","27:06:40.744186"
"4.41272E+15","27:06:57.120743"
"3.04913E+13","27:07:21.581395"
"3.56226E+15","27:07:38.325581"
"2.13137E+14","27:08:20.06192"
"5.81508E+11","27:08:23.478261"
"3.5934E+15","27:08:32.472783"
"3.53692E+15","27:08:54.520124"
"4.98693E+15","27:09:03.084112"
"6.76308E+11","27:09:20.093023"
"3.54002E+15","27:09:34.672897"
"6.59725E+15","27:10:01.209303"
"3.47613E+14","27:10:11.44186"
"5.71314E+11","27:10:41.33748"
"6.76292E+11","27:10:45.233645"
"6.59394E+15","27:10:52.930233"
"6.01198E+15","27:11:16.093023"
"3.77265E+14","27:12:09.671362"
"3.56637E+15","27:12:18.074534"
"4.10316E+12","27:12:30.046656"
"6.5691E+15","27:12:43.457944"
"3.46208E+14","27:13:01.028038"
"3.05411E+13","27:13:12.877139"
"5.12741E+15","27:13:29.020217"
"3.54155E+15","27:14:08.664597"
"3.53409E+15","27:14:18.354038"
"4.87401E+15","27:14:51.107645"
"6.59207E+15","27:15:20.248833"
"2.61053E+15","27:16:42.056075"
"3.57766E+15","27:16:51.975117"
"4.42608E+18","27:17:15.117371"
"4.72567E+15","27:17:24.953271"
"6.01158E+15","27:17:38.598131"
"4.18981E+12","27:18:14.485982"
"3.5989E+15","27:18:29.672387"
"3.55482E+15","27:18:30.140845"
"3.85443E+13","27:18:35.117371"
"4.44058E+12","27:18:50.90625"
"4.72584E+18","27:19:08.317757"
"2.27491E+15","27:20:12.823713"
"4.34879E+15","27:20:14.90625"
"4.33553E+15","27:20:29.110764"
"3.50017E+15","27:20:51.48206"
"60495593109","27:21:07.862714"
"4.68726E+12","27:21:54.383775"
"4.82402E+15","27:21:57"
"5.01883E+11","27:22:06.1875"
"4.63307E+15","27:22:09.1875"
"2.13199E+14","27:23:08.4375"
"4.22841E+15","27:23:17.962382"
"3.04342E+13","27:23:24.28125"
"3.566E+15","27:23:49.96875"
"4.76727E+15","27:24:11.25"
"3.71683E+14","27:24:17.680251"
"4.7642E+15","27:24:19.43662"
"3.78006E+14","27:24:22.3125"
"2.13107E+14","27:24:41.784037"
"3.5792E+15","27:25:07.429467"
"5.41006E+15","27:25:08.203497"
"3.75237E+14","27:26:16.106751"
"6.52696E+15","27:26:44.622641"
"3.0446E+13","27:27:22.100313"
"3.57651E+15","27:27:33.626373"
"6.53533E+15","27:27:35.338583"
"3.56121E+15","27:28:16.081505"
"4.39668E+12","27:28:39.968504"
"3.51106E+15","27:28:47.774295"
"3.59511E+15","27:29:48.320251"
"4.46204E+18","27:30:28.913386"
"4.43309E+15","27:30:40.78493"
"2.28087E+15","27:30:45.259843"
"3.01814E+13","27:31:02.166406"
"5.28929E+15","27:31:08.383045"
"2.22982E+15","27:31:31.271586"
"3.54461E+15","27:32:44.056604"
"6.01171E+15","27:32:47.924528"
"5.60881E+11","27:32:51.968504"
"6.76314E+11","27:33:03.307086"
"6.30471E+11","27:33:38.867924"
"6.01195E+15","27:34:29.669291"
"4.85585E+18","27:34:31.603774"
"3.05702E+13","27:34:37.405063"
"3.61926E+13","27:34:56.031496"
"2.22216E+15","27:34:56.498422"
"3.05965E+13","27:35:27.496063"
"3.56594E+15","27:35:29.385827"
"4.30816E+15","27:36:08.246446"
"3.59863E+15","27:36:23.981043"
"3.57628E+15","27:37:20.696202"
"6.76327E+11","27:37:36.908517"
"6.39077E+11","27:37:37.760252"
"2.22767E+15","27:38:07.003154"
"3.05109E+13","27:38:12.870662"
"4.2097E+18","27:38:24.511041"
"3.5824E+15","27:38:28.044515"
"5.01828E+11","27:39:26.687697"
"4.11027E+18","27:39:48.927445"
"3.59798E+15","27:39:52.511849"
"4.91723E+12","27:39:53.175356"
"4.12454E+15","27:40:05.705229"
"4.87836E+15","27:40:10.537975"
"6.01148E+15","27:40:15.355451"
"2.71402E+15","27:40:59.14557"
"3.56025E+15","27:41:06.36076"
"4.15801E+12","27:41:07.962086"
"4.61006E+15","27:41:33.917198"
"3.03574E+13","27:41:52.202852"
"4.98032E+18","27:42:19.462025"
"6.56446E+15","27:43:08.35443"
"4.68274E+15","27:44:25.958795"
"4.15876E+15","27:44:47.638669"
"3.76944E+14","27:45:25.958795"
"3.03603E+13","27:45:34.896989"
"4.04444E+18","27:45:59.714738"
"3.80144E+13","27:46:10.839937"
"3.56034E+15","27:47:05.800317"
"6.39096E+11","27:47:50.571428"
"4.17972E+15","27:48:35.007949"
"6.5022E+15","27:48:50.571429"
"2.23119E+15","27:48:51.210191"
"6.75962E+11","27:49:11.464968"
"3.59233E+15","27:49:37.047619"
"6.30413E+11","27:50:45.047619"
"3.79141E+14","27:51:17.579618"
"3.63605E+13","27:51:46.45469"
"3.5776E+15","27:52:14.235669"
"3.88595E+13","27:52:22.511923"
"3.74822E+14","27:52:49.697933"
"5.70273E+11","27:53:37.607655"
"2.31806E+15","27:54:11.082803"
"3.42036E+14","27:54:15.859873"
"3.53161E+15","27:54:56.645368"
"3.54086E+15","27:55:08.216561"
"6.76234E+11","27:55:16.937799"
"4.1714E+15","27:55:24.976076"
"3.58113E+15","27:55:30.28754"
"3.68903E+13","27:55:44.019139"
"5.73284E+11","27:55:51.373802"
"6.0112E+15","27:56:50.415335"
"3.5305E+15","27:57:28.370607"
"3.56541E+15","27:59:55.104"
"4.80755E+12","28:00:05.559105"
"3.55151E+15","28:00:08.832"
"5.65399E+11","28:00:37.44"
"4.79894E+18","28:00:45.623004"
"3.57298E+15","28:04:58.269231"
"4.9147E+15","28:05:57.971015"
"6.52645E+15","28:05:58.459069"
"3.57614E+15","28:06:16.618357"
"3.03738E+13","28:06:39.197431"
"4.24495E+18","28:08:10.321543"
"2.26822E+15","28:08:41.777059"
"6.50131E+15","28:09:46.302251"
"3.04083E+13","28:12:46.526656"
"60487002085","28:13:50.275527"
"4.22622E+18","28:14:35.903226"
"6.51507E+15","28:14:36.52174"
"3.51329E+15","28:15:27.580646"
"6.76276E+11","28:16:08.032258"
"4.75604E+18","28:18:12.310178"
"4.60016E+12","28:26:58.140294"
"1.80059E+14","28:29:45.756097"
"4.19583E+15","28:32:27.843137"
"4.71346E+15","28:33:36.372549"
"3.55744E+15","28:37:13.529411"
