"cc_num","first_time_activity","last_time_activity"
"4.33423E+15","2019-01-01 00:21:00","2020-12-31 19:54:00"
"4.32893E+15","2019-01-01 05:36:00","2020-12-31 22:23:00"
"4.31958E+18","2019-01-01 03:59:00","2020-12-31 23:54:00"
"4.31213E+18","2019-01-01 15:21:00","2020-12-31 23:34:00"
"4.31137E+18","2019-01-01 02:54:00","2020-12-31 11:46:00"
"4.30816E+15","2019-01-03 18:54:00","2020-12-31 19:09:00"
"4.30663E+12","2019-01-01 14:50:00","2020-12-31 20:26:00"
"4.30659E+15","2019-01-05 02:38:00","2020-12-31 17:16:00"
"4.30248E+15","2019-01-01 02:20:00","2020-12-31 22:36:00"
"4.30103E+18","2019-01-01 11:27:00","2020-12-31 19:35:00"
"4.2953E+12","2020-10-25 06:57:00","2020-10-25 23:32:00"
"4.29493E+12","2019-01-01 13:11:00","2020-12-31 22:49:00"
"4.29404E+15","2019-01-01 15:00:00","2020-12-31 23:01:00"
"4.2929E+18","2019-01-01 14:40:00","2020-12-31 21:38:00"
"4.29274E+18","2019-01-01 05:05:00","2020-12-31 14:24:00"
"4.27916E+12","2019-01-01 20:43:00","2020-12-31 15:42:00"
"4.27723E+15","2019-01-01 05:52:00","2020-12-31 21:51:00"
"4.26E+12","2019-01-01 07:33:00","2020-12-31 20:22:00"
"4.2662E+15","2019-01-01 18:19:00","2020-12-31 21:51:00"
"4.26578E+15","2019-01-01 00:37:00","2020-12-31 23:38:00"
"4.26013E+12","2019-01-02 07:03:00","2020-12-31 00:15:00"
"4.26006E+15","2019-01-01 00:22:00","2020-12-31 01:09:00"
"4.25711E+18","2019-01-24 03:28:00","2019-01-25 23:42:00"
"4.2554E+18","2019-01-01 03:56:00","2020-12-31 16:31:00"
"4.25407E+15","2019-01-01 07:57:00","2020-12-31 10:56:00"
"4.24792E+12","2019-01-01 08:21:00","2020-12-31 18:39:00"
"4.24495E+18","2019-01-01 20:25:00","2020-12-31 01:08:00"
"4.24352E+18","2019-04-30 08:23:00","2019-05-01 23:45:00"
"4.23955E+15","2019-01-01 02:22:00","2020-12-31 09:19:00"
"4.23944E+12","2019-01-01 09:28:00","2020-12-31 12:26:00"
"4.22973E+15","2019-01-01 01:30:00","2020-12-31 23:50:00"
"4.22841E+15","2019-01-01 13:28:00","2020-12-29 15:13:00"
"4.22622E+18","2019-01-01 18:48:00","2020-12-31 09:39:00"
"4.22599E+18","2019-01-01 00:22:00","2020-12-31 18:47:00"
"4.22371E+18","2019-01-01 12:49:00","2020-12-31 20:25:00"
"4.2205E+18","2019-01-01 07:13:00","2020-12-31 18:21:00"
"4.22035E+12","2019-01-01 02:38:00","2020-12-31 16:48:00"
"4.21008E+18","2019-01-01 09:03:00","2020-12-31 20:55:00"
"4.2097E+18","2019-01-01 19:02:00","2020-12-31 22:53:00"
"4.20811E+18","2019-01-01 15:07:00","2020-12-31 14:45:00"
"4.20424E+15","2019-02-12 00:00:00","2019-02-13 23:55:00"
"4.19847E+12","2019-01-01 01:11:00","2020-12-31 15:06:00"
"4.19583E+15","2019-01-03 19:37:00","2020-12-31 14:45:00"
"4.19574E+12","2019-01-01 02:46:00","2020-12-29 21:18:00"
"4.19111E+15","2019-01-01 14:07:00","2020-12-31 21:06:00"
"4.18981E+12","2019-01-01 14:31:00","2020-12-31 23:42:00"
"4.18653E+12","2019-01-01 01:41:00","2020-12-31 04:12:00"
"4.18183E+18","2019-01-01 12:52:00","2020-12-31 19:15:00"
"4.18019E+18","2019-03-21 02:19:00","2019-03-22 23:58:00"
"4.17972E+15","2019-01-01 18:22:00","2020-12-30 14:41:00"
"4.1781E+15","2019-01-02 06:28:00","2020-12-31 14:11:00"
"4.17395E+15","2019-01-01 12:58:00","2020-12-31 15:11:00"
"4.1714E+15","2019-01-01 02:41:00","2020-12-30 14:47:00"
"4.17069E+15","2019-01-01 15:35:00","2020-12-31 23:59:00"
"4.16976E+15","2019-01-01 14:54:00","2020-12-31 08:41:00"
"4.16939E+12","2019-01-01 04:42:00","2020-12-31 21:05:00"
"4.1687E+15","2019-08-24 02:10:00","2019-08-25 23:43:00"
"4.16287E+18","2019-08-24 03:17:00","2019-08-25 23:37:00"
"4.15895E+15","2019-01-01 05:47:00","2020-12-31 23:00:00"
"4.15876E+15","2019-01-01 15:38:00","2020-12-31 03:43:00"
"4.15801E+12","2019-01-01 18:20:00","2020-12-31 23:17:00"
"4.15721E+15","2019-02-22 03:04:00","2019-02-23 22:06:00"
"4.15502E+15","2019-01-01 05:29:00","2020-12-31 17:28:00"
"4.14964E+12","2019-01-01 09:15:00","2020-12-31 22:42:00"
"4.14924E+15","2019-01-01 01:17:00","2020-12-31 13:13:00"
"4.14761E+15","2019-01-01 04:20:00","2020-12-31 21:46:00"
"4.13446E+15","2019-01-04 12:45:00","2020-12-30 01:15:00"
"4.12977E+15","2019-01-01 01:21:00","2020-12-31 18:38:00"
"4.12873E+18","2019-01-01 05:45:00","2020-12-31 23:19:00"
"4.12803E+15","2019-01-02 08:21:00","2020-12-30 19:51:00"
"4.12454E+15","2019-01-02 05:58:00","2020-12-29 16:38:00"
"4.11976E+15","2019-01-01 02:41:00","2020-12-31 23:10:00"
"4.11655E+15","2019-01-01 02:12:00","2020-12-31 18:27:00"
"4.11027E+18","2019-01-01 00:36:00","2020-12-31 19:19:00"
"4.10431E+15","2019-01-01 08:42:00","2020-12-31 23:44:00"
"4.10316E+12","2019-01-02 17:21:00","2020-12-31 16:19:00"
"4.102E+18","2019-01-01 14:06:00","2020-12-31 16:15:00"
"4.09971E+15","2019-01-01 03:49:00","2020-12-31 21:35:00"
"4.09245E+18","2019-01-02 01:34:00","2020-12-31 12:09:00"
"4.0891E+18","2019-01-01 02:02:00","2020-12-31 22:55:00"
"4.08754E+15","2020-10-31 17:36:00","2020-11-01 23:45:00"
"4.07977E+12","2019-01-01 02:08:00","2020-12-31 23:59:00"
"4.07617E+12","2019-03-22 00:33:00","2019-03-23 22:59:00"
"4.07051E+15","2019-01-01 10:12:00","2020-12-31 22:43:00"
"4.06998E+15","2019-01-01 12:46:00","2020-12-31 22:03:00"
"4.06714E+15","2019-01-01 08:21:00","2020-12-31 22:07:00"
"4.0666E+12","2019-01-01 11:03:00","2020-12-31 19:15:00"
"4.06309E+18","2019-01-01 06:15:00","2020-12-31 21:01:00"
"4.06058E+15","2019-01-01 01:41:00","2020-12-31 23:17:00"
"4.04851E+15","2019-01-01 03:49:00","2020-12-31 02:19:00"
"4.04504E+18","2019-01-01 03:52:00","2020-12-31 12:57:00"
"4.04444E+18","2019-01-01 16:10:00","2020-12-31 16:53:00"
"4.0401E+18","2019-01-02 05:40:00","2020-12-31 19:16:00"
"4.02622E+12","2019-01-02 19:01:00","2020-12-31 17:40:00"
"4.02561E+15","2019-01-01 09:09:00","2020-12-31 22:54:00"
"4.01E+15","2019-01-01 07:57:00","2020-12-31 16:48:00"
"4.01811E+18","2019-01-01 01:22:00","2020-12-31 21:38:00"
"4.00605E+12","2019-01-01 06:14:00","2020-12-31 08:12:00"
"4.00568E+15","2019-01-01 20:39:00","2020-12-31 21:17:00"
"4.00399E+15","2019-01-01 13:01:00","2020-12-31 22:42:00"
"4.00377E+15","2019-01-01 05:39:00","2020-12-31 10:50:00"
"3.89477E+13","2019-01-01 03:45:00","2020-12-31 22:57:00"
"3.88595E+13","2019-01-01 00:00:00","2020-12-31 12:04:00"
"3.88175E+13","2019-01-29 01:29:00","2019-01-30 22:03:00"
"3.87974E+13","2019-01-02 03:09:00","2020-12-31 22:15:00"
"3.85885E+13","2019-01-01 04:42:00","2020-12-31 21:13:00"
"3.85805E+13","2019-01-01 07:26:00","2020-12-31 19:18:00"
"3.85443E+13","2019-01-02 19:31:00","2020-12-29 22:27:00"
"3.85342E+13","2019-10-25 00:39:00","2019-10-26 23:49:00"
"3.85305E+13","2019-01-01 05:59:00","2020-12-31 21:00:00"
"3.82956E+13","2019-01-01 10:17:00","2020-12-31 22:27:00"
"3.8199E+13","2019-01-01 01:46:00","2020-12-31 21:45:00"
"3.80575E+13","2019-01-04 16:16:00","2020-12-31 19:37:00"
"3.8052E+13","2019-01-01 15:02:00","2020-12-31 17:42:00"
"3.80144E+13","2019-01-01 11:23:00","2020-12-31 14:03:00"
"3.79897E+14","2019-01-02 01:07:00","2020-12-31 02:16:00"
"3.79141E+14","2019-01-03 02:14:00","2020-12-31 23:06:00"
"3.78905E+14","2019-01-01 06:56:00","2020-12-31 20:41:00"
"3.78858E+14","2019-01-01 08:14:00","2020-12-31 12:01:00"
"3.78279E+14","2019-01-01 05:52:00","2020-12-31 19:15:00"
"3.78263E+14","2019-02-02 02:04:00","2019-02-03 23:35:00"
"3.78006E+14","2019-01-01 00:57:00","2020-12-31 20:55:00"
"3.77993E+14","2019-01-02 18:40:00","2020-12-31 22:51:00"
"3.77896E+14","2019-01-01 04:12:00","2020-12-31 06:03:00"
"3.77835E+14","2019-01-08 02:23:00","2020-12-31 13:06:00"
"3.77655E+14","2019-01-01 04:22:00","2020-12-31 22:15:00"
"3.7755E+14","2019-01-01 03:27:00","2020-12-31 21:50:00"
"3.77265E+14","2019-01-06 20:19:00","2020-12-31 02:50:00"
"3.77234E+14","2019-01-01 00:06:00","2020-12-31 04:29:00"
"3.77114E+14","2019-01-01 14:27:00","2020-12-31 15:57:00"
"3.77027E+14","2019-01-01 02:42:00","2020-12-31 22:59:00"
"3.76944E+14","2019-01-01 21:13:00","2020-12-31 16:01:00"
"3.76657E+14","2019-01-01 11:26:00","2020-12-31 20:56:00"
"3.76445E+14","2019-01-01 13:43:00","2020-12-31 23:24:00"
"3.76262E+14","2019-01-02 22:28:00","2020-12-31 14:21:00"
"3.76028E+14","2019-01-01 01:02:00","2020-12-31 22:40:00"
"3.76013E+14","2019-01-01 21:44:00","2020-12-31 01:50:00"
"3.75975E+14","2019-01-01 15:39:00","2020-12-31 22:32:00"
"3.75905E+14","2019-01-01 10:40:00","2020-12-31 06:21:00"
"3.75849E+14","2019-01-01 14:13:00","2020-12-31 07:15:00"
"3.75768E+14","2019-01-01 01:25:00","2020-12-31 23:34:00"
"3.75623E+14","2020-02-21 23:02:00","2020-02-22 23:58:00"
"3.75534E+14","2019-01-01 00:03:00","2020-12-31 22:40:00"
"3.75248E+14","2019-01-01 04:52:00","2020-12-31 19:29:00"
"3.75237E+14","2019-01-03 08:50:00","2020-12-31 14:43:00"
"3.75083E+14","2019-01-01 19:32:00","2020-12-31 21:49:00"
"3.7493E+14","2019-01-01 00:20:00","2020-12-31 22:20:00"
"3.74822E+14","2019-01-01 01:56:00","2020-12-31 18:45:00"
"3.74656E+14","2019-01-01 02:00:00","2020-12-31 22:22:00"
"3.74498E+14","2019-01-01 03:31:00","2020-12-31 07:37:00"
"3.74238E+14","2019-01-01 04:00:00","2020-12-31 21:47:00"
"3.74125E+14","2019-01-01 00:23:00","2020-12-31 21:14:00"
"3.73905E+14","2019-01-01 02:51:00","2020-12-31 22:52:00"
"3.73213E+14","2019-01-07 14:47:00","2020-12-30 12:53:00"
"3.73043E+14","2019-01-02 06:48:00","2020-12-31 22:30:00"
"3.72965E+14","2020-09-27 00:55:00","2020-09-28 23:21:00"
"3.7252E+14","2019-01-01 21:02:00","2020-12-31 23:40:00"
"3.72509E+14","2019-01-01 09:51:00","2020-12-31 23:30:00"
"3.72382E+14","2019-01-01 09:30:00","2020-12-31 21:47:00"
"3.72246E+14","2019-01-01 02:56:00","2020-12-31 15:31:00"
"3.71985E+14","2019-01-01 20:49:00","2020-12-31 20:12:00"
"3.71683E+14","2019-01-01 20:36:00","2020-12-30 08:56:00"
"3.71284E+14","2019-01-01 07:47:00","2020-12-31 22:27:00"
"3.71226E+14","2019-01-01 08:40:00","2020-12-31 23:50:00"
"3.71034E+14","2019-01-01 10:37:00","2020-12-31 23:06:00"
"3.71009E+14","2019-01-01 13:20:00","2020-12-31 16:39:00"
"3.70877E+14","2019-01-01 09:36:00","2020-12-31 22:56:00"
"3.70819E+14","2019-01-01 16:55:00","2020-12-31 14:45:00"
"3.70612E+14","2019-01-01 10:18:00","2020-12-31 23:36:00"
"3.70349E+14","2019-01-01 05:48:00","2020-12-31 11:36:00"
"3.69136E+13","2019-01-01 04:55:00","2020-12-31 21:08:00"
"3.68903E+13","2019-01-01 02:01:00","2020-12-30 17:26:00"
"3.67227E+13","2019-01-01 12:41:00","2020-12-31 19:14:00"
"3.67214E+13","2019-01-01 01:44:00","2020-12-31 21:01:00"
"3.65815E+13","2019-01-01 06:43:00","2020-12-29 10:37:00"
"3.64859E+13","2019-01-01 03:09:00","2020-12-31 21:50:00"
"3.63605E+13","2019-01-01 01:36:00","2020-12-31 07:22:00"
"3.61926E+13","2019-01-01 15:56:00","2020-12-31 10:39:00"
"3.61539E+13","2019-01-01 07:13:00","2020-12-31 19:16:00"
"3.60781E+13","2019-01-01 02:38:00","2020-12-31 20:16:00"
"3.59924E+15","2019-01-01 12:50:00","2020-12-31 18:07:00"
"3.5989E+15","2019-01-01 02:33:00","2020-12-30 11:08:00"
"3.59863E+15","2019-01-01 20:12:00","2020-12-29 23:13:00"
"3.5983E+15","2019-01-01 07:49:00","2020-12-31 23:03:00"
"3.59822E+15","2019-01-01 00:26:00","2020-12-31 21:58:00"
"3.59801E+15","2019-01-01 12:31:00","2020-12-31 22:24:00"
"3.59798E+15","2019-01-01 15:39:00","2020-12-31 07:20:00"
"3.59793E+15","2019-01-01 16:18:00","2020-12-31 22:32:00"
"3.59734E+15","2019-01-01 07:36:00","2020-12-31 17:25:00"
"3.59636E+15","2019-01-01 09:37:00","2020-12-31 13:57:00"
"3.59622E+15","2019-01-01 03:45:00","2020-12-31 22:51:00"
"3.59519E+15","2019-01-01 06:16:00","2020-12-31 21:58:00"
"3.59511E+15","2019-01-01 02:28:00","2020-12-30 21:54:00"
"3.5934E+15","2019-01-03 18:56:00","2020-12-30 23:28:00"
"3.59312E+15","2019-01-01 04:36:00","2020-12-31 23:18:00"
"3.59293E+15","2019-01-01 09:46:00","2020-12-31 22:25:00"
"3.59233E+15","2019-01-01 01:09:00","2020-12-31 12:08:00"
"3.59192E+15","2019-01-01 13:54:00","2020-12-31 19:16:00"
"3.59074E+15","2019-01-01 06:39:00","2020-12-31 22:45:00"
"3.58929E+15","2019-01-01 18:18:00","2020-12-31 19:44:00"
"3.58926E+15","2019-01-01 12:50:00","2020-12-31 22:16:00"
"3.588E+15","2020-12-02 00:07:00","2020-12-03 23:45:00"
"3.58796E+15","2019-01-01 12:06:00","2020-12-31 20:35:00"
"3.58704E+15","2019-01-01 05:04:00","2020-12-31 19:43:00"
"3.58696E+15","2019-01-02 14:44:00","2020-12-31 09:48:00"
"3.58601E+15","2019-01-01 14:35:00","2020-12-31 22:13:00"
"3.58574E+15","2019-01-01 15:47:00","2020-12-31 14:05:00"
"3.58505E+15","2019-01-01 14:20:00","2020-12-31 22:22:00"
"3.58379E+15","2019-01-01 00:39:00","2020-12-31 18:41:00"
"3.58364E+15","2019-01-01 01:49:00","2020-12-31 23:33:00"
"3.58329E+15","2019-01-01 11:11:00","2020-12-31 05:27:00"
"3.58309E+15","2019-01-07 04:52:00","2020-12-31 01:11:00"
"3.58275E+15","2019-01-01 13:33:00","2020-12-31 21:37:00"
"3.5824E+15","2019-01-07 05:53:00","2020-12-31 16:09:00"
"3.58113E+15","2019-01-03 00:51:00","2020-12-31 09:57:00"
"3.5792E+15","2019-01-02 20:31:00","2020-12-31 17:40:00"
"3.57779E+15","2019-01-01 13:06:00","2020-12-31 15:38:00"
"3.5776E+15","2019-01-02 00:36:00","2020-12-31 07:21:00"
"3.57766E+15","2019-01-01 02:03:00","2020-12-31 23:48:00"
"3.57758E+15","2019-01-01 01:06:00","2020-12-31 20:30:00"
"3.57651E+15","2019-01-02 13:12:00","2020-12-31 08:48:00"
"3.57643E+15","2019-01-01 02:32:00","2020-12-31 23:27:00"
"3.57628E+15","2019-01-03 22:48:00","2020-12-31 08:10:00"
"3.57614E+15","2019-01-02 11:00:00","2020-12-29 15:58:00"
"3.57602E+15","2019-01-01 12:29:00","2020-12-31 22:13:00"
"3.57579E+15","2019-01-01 02:13:00","2020-12-31 23:16:00"
"3.57554E+15","2019-01-01 05:30:00","2020-12-31 19:40:00"
"3.57339E+15","2019-01-01 02:36:00","2020-12-31 08:37:00"
"3.57303E+15","2019-01-01 13:52:00","2020-12-31 19:19:00"
"3.57298E+15","2019-01-01 06:54:00","2020-12-31 10:36:00"
"3.56874E+15","2019-01-01 00:41:00","2020-12-31 11:38:00"
"3.56826E+15","2019-01-01 08:36:00","2020-12-31 23:50:00"
"3.56788E+15","2019-01-01 01:32:00","2020-12-31 21:57:00"
"3.5677E+15","2019-01-01 06:50:00","2020-12-31 21:56:00"
"3.56753E+15","2019-01-02 22:15:00","2020-12-31 17:40:00"
"3.566E+15","2019-01-01 04:58:00","2020-12-31 19:11:00"
"3.56688E+15","2019-01-01 22:21:00","2020-12-31 21:03:00"
"3.56637E+15","2019-01-01 09:32:00","2020-12-31 09:34:00"
"3.56609E+15","2019-01-01 02:33:00","2020-12-31 23:04:00"
"3.56594E+15","2019-01-01 01:39:00","2020-12-31 02:15:00"
"3.56542E+15","2019-01-01 00:10:00","2020-12-31 03:09:00"
"3.56541E+15","2019-01-02 08:23:00","2020-12-31 11:32:00"
"3.5652E+15","2019-01-01 22:07:00","2020-12-31 21:16:00"
"3.56484E+15","2019-01-02 18:25:00","2020-12-31 22:05:00"
"3.56418E+15","2019-01-01 19:08:00","2020-12-31 20:39:00"
"3.56384E+15","2019-01-01 15:39:00","2020-12-31 23:39:00"
"3.56268E+15","2019-01-02 22:18:00","2020-12-31 13:21:00"
"3.56226E+15","2019-01-01 21:46:00","2020-12-30 22:53:00"
"3.56196E+15","2019-01-01 06:56:00","2020-12-31 18:59:00"
"3.56121E+15","2019-01-01 03:27:00","2020-12-31 10:02:00"
"3.5608E+15","2019-01-01 11:17:00","2020-12-31 17:08:00"
"3.5607E+15","2019-01-01 08:34:00","2020-12-31 18:16:00"
"3.56073E+15","2019-01-01 06:17:00","2020-12-31 22:14:00"
"3.56034E+15","2019-01-01 02:23:00","2020-12-31 14:41:00"
"3.56032E+15","2019-01-01 14:15:00","2020-12-31 09:22:00"
"3.56025E+15","2019-01-01 16:05:00","2020-12-30 17:04:00"
"3.55972E+15","2019-01-01 18:24:00","2020-12-31 22:46:00"
"3.55968E+15","2019-01-01 07:39:00","2020-12-31 12:40:00"
"3.55916E+15","2019-01-01 03:09:00","2020-12-31 18:13:00"
"3.55888E+15","2019-01-01 00:56:00","2020-12-31 21:57:00"
"3.55865E+15","2019-01-01 02:04:00","2020-12-31 19:33:00"
"3.55744E+15","2019-01-01 22:31:00","2020-12-31 18:13:00"
"3.55661E+15","2019-01-01 09:57:00","2020-12-31 23:59:00"
"3.55485E+15","2019-01-01 06:21:00","2020-12-30 08:43:00"
"3.55482E+15","2019-01-03 12:40:00","2020-12-30 14:43:00"
"3.55442E+15","2019-12-04 00:14:00","2019-12-05 23:25:00"
"3.55363E+15","2019-01-01 00:34:00","2020-12-31 14:44:00"
"3.55258E+15","2019-01-01 05:20:00","2020-12-31 22:19:00"
"3.55151E+15","2019-01-01 17:42:00","2020-12-30 23:14:00"
"3.55122E+15","2019-01-01 06:58:00","2020-12-31 22:45:00"
"3.55055E+15","2019-01-02 12:11:00","2020-12-31 23:05:00"
"3.55041E+15","2020-09-04 02:02:00","2020-09-05 23:52:00"
"3.5492E+15","2019-01-01 13:11:00","2020-12-31 11:00:00"
"3.54871E+15","2019-04-14 19:23:00","2019-04-15 23:38:00"
"3.54757E+15","2019-01-01 17:22:00","2020-12-31 18:34:00"
"3.54756E+15","2019-01-01 00:43:00","2020-12-31 10:18:00"
"3.54734E+15","2019-03-12 00:57:00","2019-03-13 23:41:00"
"3.5469E+15","2019-01-01 05:01:00","2020-12-31 17:09:00"
"3.54667E+15","2019-01-01 05:11:00","2020-12-31 16:10:00"
"3.54644E+15","2019-12-23 00:21:00","2019-12-24 23:29:00"
"3.54558E+15","2019-01-29 00:36:00","2019-01-29 23:42:00"
"3.54511E+15","2019-01-01 12:37:00","2020-12-31 22:00:00"
"3.54461E+15","2019-01-01 15:27:00","2020-12-31 14:26:00"
"3.54389E+15","2019-02-25 02:20:00","2019-02-26 23:27:00"
"3.54359E+15","2019-01-01 04:38:00","2020-12-31 23:22:00"
"3.5433E+15","2019-01-01 01:37:00","2020-12-31 20:51:00"
"3.54283E+15","2020-01-22 03:23:00","2020-01-23 22:56:00"
"3.54216E+15","2019-01-01 19:07:00","2020-12-31 13:10:00"
"3.54169E+15","2019-01-01 01:43:00","2020-12-31 11:34:00"
"3.54155E+15","2019-01-01 02:22:00","2020-12-31 22:11:00"
"3.54116E+15","2019-01-01 01:50:00","2020-12-31 23:36:00"
"3.54086E+15","2019-01-01 07:20:00","2020-12-31 20:26:00"
"3.54042E+15","2020-07-02 23:17:00","2020-07-03 23:22:00"
"3.54021E+15","2019-01-01 06:00:00","2020-12-31 17:42:00"
"3.54008E+15","2019-01-01 11:07:00","2020-12-31 23:35:00"
"3.54002E+15","2019-01-05 08:03:00","2020-12-31 20:32:00"
"3.53852E+15","2019-01-01 07:58:00","2020-12-31 17:40:00"
"3.5378E+15","2019-01-03 01:16:00","2020-12-31 16:04:00"
"3.53692E+15","2019-01-01 00:46:00","2020-12-31 18:41:00"
"3.53682E+15","2019-01-01 11:07:00","2020-12-31 18:26:00"
"3.53581E+15","2019-01-01 10:06:00","2020-12-31 23:28:00"
"3.53472E+15","2019-01-02 13:37:00","2020-12-31 20:21:00"
"3.53433E+15","2019-01-01 02:36:00","2020-12-31 23:17:00"
"3.53409E+15","2019-01-01 00:01:00","2020-12-31 21:34:00"
"3.5338E+15","2019-01-01 08:33:00","2020-12-31 17:41:00"
"3.53374E+15","2019-01-01 02:20:00","2020-12-31 19:04:00"
"3.53318E+15","2019-01-01 02:42:00","2020-12-31 13:39:00"
"3.53301E+15","2019-01-01 15:48:00","2020-12-31 21:14:00"
"3.53161E+15","2019-01-03 12:27:00","2020-12-31 15:42:00"
"3.53113E+15","2019-01-01 04:44:00","2020-12-31 22:02:00"
"3.5305E+15","2019-01-01 15:25:00","2020-12-30 21:03:00"
"3.52979E+15","2020-01-10 22:27:00","2020-01-11 23:43:00"
"3.5296E+15","2019-01-01 03:55:00","2020-12-31 23:15:00"
"3.52841E+15","2019-01-01 16:16:00","2020-12-31 19:03:00"
"3.52823E+15","2019-01-03 21:00:00","2020-12-31 20:59:00"
"3.52804E+15","2020-03-08 03:56:00","2020-03-09 23:34:00"
"3.52754E+15","2019-01-01 06:20:00","2020-12-31 15:53:00"
"3.52706E+15","2019-01-06 09:17:00","2020-12-31 13:45:00"
"3.52683E+15","2019-01-01 09:01:00","2020-12-31 08:26:00"
"3.52567E+15","2019-01-01 00:47:00","2020-12-31 09:37:00"
"3.52559E+15","2019-01-01 12:19:00","2020-12-31 19:59:00"
"3.52457E+15","2019-01-01 14:42:00","2020-12-31 23:57:00"
"3.52449E+15","2019-09-13 00:32:00","2019-09-14 22:27:00"
"3.5239E+15","2019-01-01 08:29:00","2020-12-31 19:33:00"
"3.52384E+15","2019-01-01 23:20:00","2020-12-31 23:58:00"
"3.52182E+15","2019-01-01 03:37:00","2020-12-31 20:52:00"
"3.52142E+15","2019-01-01 19:59:00","2020-12-31 22:45:00"
"3.52126E+15","2019-10-19 03:26:00","2019-10-20 23:06:00"
"3.52055E+15","2019-01-01 13:07:00","2020-12-31 14:09:00"
"3.51961E+15","2019-01-01 01:36:00","2020-12-31 10:00:00"
"3.51923E+15","2019-01-01 03:35:00","2020-12-30 01:25:00"
"3.51876E+15","2019-01-01 01:04:00","2020-12-31 15:26:00"
"3.51867E+15","2019-01-01 15:39:00","2020-12-31 23:54:00"
"3.51823E+15","2019-01-01 01:14:00","2020-12-31 20:50:00"
"3.51781E+15","2019-01-01 06:31:00","2020-12-31 23:52:00"
"3.51753E+15","2019-01-01 15:59:00","2020-12-31 14:04:00"
"3.5149E+15","2019-01-01 02:02:00","2020-12-31 21:58:00"
"3.51487E+15","2019-01-01 00:09:00","2020-12-31 18:07:00"
"3.51362E+15","2019-01-01 13:51:00","2020-12-31 22:38:00"
"3.51351E+15","2019-01-02 15:39:00","2020-12-31 17:00:00"
"3.51329E+15","2019-01-01 06:07:00","2020-12-31 05:52:00"
"3.51237E+15","2019-01-01 20:26:00","2020-12-31 23:46:00"
"3.51138E+15","2019-01-01 01:45:00","2020-12-31 23:05:00"
"3.51106E+15","2019-01-01 00:36:00","2020-12-31 12:48:00"
"3.5081E+15","2019-01-01 15:01:00","2020-12-31 07:19:00"
"3.50659E+15","2019-01-01 01:34:00","2020-12-31 22:27:00"
"3.50604E+15","2019-01-01 03:50:00","2020-12-31 22:53:00"
"3.50418E+15","2019-01-01 06:29:00","2020-12-31 19:16:00"
"3.50238E+15","2019-01-01 17:16:00","2020-12-31 18:34:00"
"3.50209E+15","2019-01-01 01:09:00","2020-12-31 22:04:00"
"3.50194E+15","2019-01-01 07:09:00","2020-12-31 08:07:00"
"3.50151E+15","2019-01-01 00:52:00","2020-12-31 20:57:00"
"3.50137E+15","2019-01-05 03:38:00","2020-12-31 23:03:00"
"3.50097E+15","2019-01-01 19:00:00","2020-12-31 23:19:00"
"3.50017E+15","2019-01-01 11:16:00","2020-12-31 21:06:00"
"3.49813E+14","2019-10-28 14:33:00","2019-10-29 22:37:00"
"3.49613E+14","2019-01-01 00:25:00","2020-12-31 22:44:00"
"3.4879E+14","2019-01-01 01:23:00","2020-12-31 16:15:00"
"3.48379E+14","2019-01-01 01:53:00","2020-12-31 21:25:00"
"3.48254E+14","2019-01-03 01:39:00","2020-12-31 18:40:00"
"3.47613E+14","2019-01-01 11:43:00","2020-12-31 16:16:00"
"3.47399E+14","2020-10-03 00:04:00","2020-10-04 23:47:00"
"3.47073E+14","2019-01-01 04:59:00","2020-12-31 21:15:00"
"3.46273E+14","2019-01-01 14:39:00","2020-12-31 22:21:00"
"3.46244E+14","2019-01-06 13:55:00","2020-12-31 19:29:00"
"3.46208E+14","2019-01-01 17:03:00","2020-12-29 18:20:00"
"3.45934E+14","2019-01-01 11:19:00","2020-12-31 18:35:00"
"3.45832E+14","2019-01-01 05:59:00","2020-12-31 22:41:00"
"3.45389E+14","2019-01-01 14:33:00","2020-12-31 23:46:00"
"3.45226E+14","2019-04-28 01:21:00","2019-04-29 23:12:00"
"3.4506E+14","2019-01-01 04:13:00","2020-12-31 22:01:00"
"3.4471E+14","2019-01-01 08:08:00","2020-12-31 13:00:00"
"3.44342E+14","2019-01-01 15:38:00","2020-12-31 16:20:00"
"3.43819E+14","2019-01-01 03:26:00","2020-12-31 00:31:00"
"3.43746E+14","2019-01-01 18:48:00","2020-12-31 23:40:00"
"3.43669E+14","2019-01-01 13:17:00","2020-12-31 21:28:00"
"3.43473E+14","2019-01-01 09:42:00","2020-12-31 15:53:00"
"3.43464E+14","2019-01-01 00:18:00","2020-12-31 23:17:00"
"3.42952E+14","2019-01-01 06:10:00","2020-12-31 22:24:00"
"3.4236E+14","2019-01-01 04:24:00","2020-12-31 03:12:00"
"3.42351E+14","2019-01-01 11:02:00","2020-12-31 21:13:00"
"3.4232E+14","2019-01-01 09:50:00","2020-12-31 19:42:00"
"3.42036E+14","2019-01-01 13:47:00","2020-12-31 17:45:00"
"3.41546E+14","2019-01-01 02:56:00","2020-12-31 23:57:00"
"3.41543E+14","2019-01-01 08:19:00","2020-12-31 21:03:00"
"3.41283E+14","2019-01-01 00:57:00","2020-12-31 20:56:00"
"3.40954E+14","2019-01-01 02:50:00","2020-12-31 22:18:00"
"3.40951E+14","2019-01-01 10:00:00","2020-12-31 21:14:00"
