"cc_num","transaction_count","total_amount","fraud_count","fraud_rate_pct"
"4.22973E+15","1883","107114.86","8","0.42"
"3.58574E+15","1885","100955.79","8","0.42"
"3.74656E+14","1904","114860.15","8","0.42"
"4.89042E+18","1898","110403.14","8","0.42"
"2.13148E+14","1886","173809.88","8","0.42"
"3.53581E+15","1915","181819.40","8","0.42"
"3.75768E+14","1909","143582.86","8","0.42"
"3.43464E+14","1914","129849.02","8","0.42"
"2.72043E+15","3826","197693.85","16","0.42"
"6.53889E+15","3810","337377.94","16","0.42"
"4.61331E+12","1905","185294.88","8","0.42"
"4.56E+18","1912","176975.19","8","0.42"
"4.68352E+15","1903","126052.59","8","0.42"
"4.37899E+15","1923","125321.08","8","0.42"
"2.13112E+14","3829","229877.89","16","0.42"
"4.61005E+15","1892","179090.79","8","0.42"
"2.28374E+15","3158","158842.61","13","0.41"
"3.73905E+14","3185","272679.99","13","0.41"
"3.53113E+15","3201","287672.20","13","0.41"
"3.76445E+14","3786","215969.69","15","0.40"
"1.80081E+14","1265","73351.95","5","0.40"
"4.26578E+15","2528","160224.62","10","0.40"
"6.59789E+15","2515","162832.63","10","0.40"
"2.24254E+15","3741","265047.12","15","0.40"
"4.82666E+15","2508","161772.16","10","0.40"
"4.44953E+15","2534","157037.92","10","0.39"
"4.90468E+15","3807","232464.05","15","0.39"
"4.30248E+15","5064","318908.47","20","0.39"
"3.02704E+13","3842","215754.90","15","0.39"
"4.91719E+15","1293","75631.53","5","0.39"
"6.53463E+15","3813","199461.45","15","0.39"
"4.36401E+15","3820","186476.53","15","0.39"
"4.64289E+12","2590","155867.41","10","0.39"
"3.0093E+13","1275","109127.12","5","0.39"
"5.0205E+11","1278","87387.66","5","0.39"
"3.5983E+15","2550","159582.80","10","0.39"
"4.01811E+18","1285","74645.66","5","0.39"
"3.71985E+14","1267","76043.23","5","0.39"
"4.47684E+12","2542","129422.91","10","0.39"
"4.09971E+15","3155","207444.24","12","0.38"
"3.59519E+15","3196","198088.89","12","0.38"
"3.01318E+13","3157","272573.44","12","0.38"
"3.58926E+15","3154","206578.96","12","0.38"
"5.54064E+15","3145","229122.79","12","0.38"
"3.40954E+14","3165","177300.00","12","0.38"
"4.74288E+18","1860","99770.45","7","0.38"
"3.00443E+13","3166","268756.07","12","0.38"
"2.13127E+14","1880","116391.72","7","0.37"
"3.0267E+13","1905","115189.50","7","0.37"
"4.0666E+12","1882","120741.00","7","0.37"
"5.15205E+15","1906","114315.10","7","0.37"
"5.01803E+11","1890","122745.37","7","0.37"
"3.89477E+13","1908","102483.54","7","0.37"
"2.28881E+15","1874","157292.67","7","0.37"
"3.54756E+15","1906","117838.91","7","0.37"
"4.95859E+18","1914","125924.11","7","0.37"
"4.19111E+15","1917","160467.89","7","0.37"
"4.34253E+15","1880","119459.47","7","0.37"
"4.87402E+15","1888","168282.08","7","0.37"
"3.77655E+14","1878","117512.83","7","0.37"
"2.23388E+15","1901","117517.70","7","0.37"
"2.132E+14","1897","116678.54","7","0.37"
"4.72724E+15","1901","127456.63","7","0.37"
"6.01144E+15","3808","353754.06","14","0.37"
"3.59622E+15","3759","222093.67","14","0.37"
"1.80048E+14","3815","333596.16","14","0.37"
"4.32893E+15","1932","164666.54","7","0.36"
"3.05612E+13","2535","120318.25","9","0.36"
"3.4471E+14","3841","343031.59","14","0.36"
"3.50151E+15","2512","159423.75","9","0.36"
"4.99811E+15","2534","231515.42","9","0.36"
"6.0114E+15","2525","137878.10","9","0.36"
"3.54008E+15","2535","140572.82","9","0.36"
"2.26674E+15","2488","149030.62","9","0.36"
"3.45389E+14","2516","141013.99","9","0.36"
"4.17395E+15","2520","176066.71","9","0.36"
"4.14924E+15","2521","241924.04","9","0.36"
"4.76943E+18","2531","159979.46","9","0.36"
"3.00304E+13","2535","239330.05","9","0.36"
"6.01168E+15","3137","178315.37","11","0.35"
"4.51283E+18","3768","212119.06","13","0.35"
"3.8052E+13","3162","151634.06","11","0.35"
"4.68364E+12","2559","244788.04","9","0.35"
"3.58601E+15","3155","280194.90","11","0.35"
"4.90663E+18","3174","173922.34","11","0.35"
"3.54359E+15","3186","180078.74","11","0.35"
"3.51138E+15","3149","187714.79","11","0.35"
"6.01135E+15","3152","194179.84","11","0.35"
"3.04282E+13","2537","245073.52","9","0.35"
"3.02354E+13","3146","188745.39","11","0.35"
"3.54511E+15","3782","199712.43","13","0.34"
"2.13125E+14","1886","115443.58","6","0.32"
"3.02388E+13","3765","210634.21","12","0.32"
"4.64226E+15","3808","219933.06","12","0.32"
"2.13194E+14","2486","234527.69","8","0.32"
"3.51237E+15","2516","137805.45","8","0.32"
"3.5239E+15","2498","156858.77","8","0.32"
"4.63496E+15","2534","149410.90","8","0.32"
"3.58379E+15","2500","146830.99","8","0.32"
"6.76195E+11","2509","146313.51","8","0.32"
"4.93998E+15","3771","318991.32","12","0.32"
"3.53374E+15","3148","150418.03","10","0.32"
"3.7493E+14","3155","206171.17","10","0.32"
"2.72001E+15","2502","235358.46","8","0.32"
"1.80036E+14","3170","179726.86","10","0.32"
"4.17069E+15","3112","192853.73","10","0.32"
"3.76028E+14","2532","252019.75","8","0.32"
"2.25206E+15","2528","232924.16","8","0.32"
"3.85885E+13","2514","145941.35","8","0.32"
"6.30469E+11","2524","155397.61","8","0.32"
"3.54116E+15","3127","230057.95","10","0.32"
"3.59312E+15","2507","157801.93","8","0.32"
"4.47432E+15","1901","121744.97","6","0.32"
"4.83962E+15","2529","156250.72","8","0.32"
"2.25492E+15","3175","188046.68","10","0.31"
"5.81686E+11","3183","191687.65","10","0.31"
"4.95683E+18","3181","193566.54","10","0.31"
"1.80043E+14","2549","144059.02","8","0.31"
"4.15502E+15","2560","146189.57","8","0.31"
"4.31958E+18","2553","160372.23","8","0.31"
"4.27723E+15","1920","117870.36","6","0.31"
"2.1312E+14","1289","79289.32","4","0.31"
"4.99235E+18","2552","164996.19","8","0.31"
"6.30485E+11","2560","243551.44","8","0.31"
"1.80011E+14","2543","247559.35","8","0.31"
"3.77027E+14","3176","188772.67","10","0.31"
"4.50914E+15","2546","161031.46","8","0.31"
"4.70787E+15","1917","111886.21","6","0.31"
"6.59325E+15","1922","161515.57","6","0.31"
"4.86131E+18","3157","263619.40","9","0.29"
"3.42952E+14","3784","224103.75","11","0.29"
"3.45934E+14","3782","208171.39","11","0.29"
"2.13157E+14","3157","209294.27","9","0.29"
"3.57579E+15","3779","215337.81","11","0.29"
"4.71656E+15","3797","198965.09","11","0.29"
"3.5608E+15","3820","206840.06","11","0.29"
"5.03874E+11","3162","195684.05","9","0.28"
"2.23561E+15","2543","152536.14","7","0.28"
"3.01184E+13","2514","154392.74","7","0.28"
"3.64859E+13","2500","176875.79","7","0.28"
"3.59636E+15","2491","160025.61","7","0.28"
"4.14964E+12","2523","149658.75","7","0.28"
"4.37734E+15","2500","141364.72","7","0.28"
"3.53301E+15","2502","134589.35","7","0.28"
"3.52559E+15","3205","188940.36","9","0.28"
"2.26494E+15","3165","182506.81","9","0.28"
"4.42349E+15","1874","109983.97","5","0.27"
"5.71365E+11","3772","226498.85","10","0.27"
"3.77114E+14","2553","146798.64","7","0.27"
"3.04077E+13","2548","163396.97","7","0.27"
"4.58681E+15","3763","273511.13","10","0.27"
"3.42351E+14","1897","165651.22","5","0.26"
"4.46446E+12","3110","187371.52","8","0.26"
"6.30452E+11","3781","237817.65","10","0.26"
"2.28624E+15","1927","130883.69","5","0.26"
"4.68915E+18","1913","115694.31","5","0.26"
"3.03284E+13","1916","122906.15","5","0.26"
"4.56155E+12","3144","189654.00","8","0.25"
"6.01137E+15","6317","480366.18","16","0.25"
"4.64685E+18","3185","288966.74","8","0.25"
"4.00399E+15","3163","205500.36","8","0.25"
"4.00568E+15","3140","173966.92","8","0.25"
"6.76102E+11","2526","243738.05","6","0.24"
"3.57758E+15","2543","233597.39","6","0.24"
"5.84674E+11","2502","158492.01","6","0.24"
"3.55363E+15","3764","204948.79","9","0.24"
"4.57064E+15","1270","112701.34","3","0.24"
"3.59822E+15","3111","272985.80","7","0.23"
"3.0235E+13","3139","180827.71","7","0.22"
"6.0111E+15","3144","173897.74","7","0.22"
"4.7557E+12","3146","199281.42","7","0.22"
"3.70877E+14","3189","266472.22","7","0.22"
"3.0273E+13","3712","272042.85","8","0.22"
"3.58929E+15","3170","184014.71","7","0.22"
"4.6817E+12","3162","189290.89","7","0.22"
"6.01165E+15","3799","214612.65","8","0.21"
"4.98113E+12","1904","121639.67","4","0.21"
"4.16939E+12","1877","116775.85","4","0.21"
"3.59074E+15","3729","339745.31","8","0.21"
"6.51135E+15","1891","114162.31","4","0.21"
"3.72509E+14","3795","349773.96","8","0.21"
"2.24874E+15","2532","147166.95","5","0.20"
"3.56484E+15","2548","158835.02","5","0.20"
"4.67173E+15","2539","154770.78","5","0.20"
"6.01186E+15","2510","155244.17","5","0.20"
"5.45678E+15","2521","156093.28","5","0.20"
"3.85805E+13","2563","154701.34","5","0.20"
"3.05516E+13","3163","278716.79","6","0.19"
"6.30423E+11","3819","215755.29","7","0.18"
"6.0115E+15","3812","213378.40","7","0.18"
"2.2548E+15","1904","162465.63","3","0.16"
"3.51362E+15","2512","146115.00","4","0.16"
"4.86229E+12","2518","142892.52","4","0.16"
"3.52142E+15","3787","334935.74","6","0.16"
"2.13179E+14","4428","332785.00","7","0.16"
"3.7252E+14","3764","270548.00","6","0.16"
"6.30442E+11","2516","150556.00","4","0.16"
"3.54667E+15","1259","70972.19","2","0.16"
"3.5469E+15","2548","163145.40","4","0.16"
"3.69136E+13","3193","285467.54","5","0.16"
"4.79263E+18","3780","315307.07","5","0.13"
"2.71221E+15","3789","350093.58","5","0.13"
"4.58766E+18","3767","279746.91","5","0.13"
"4.06998E+15","2544","221404.61","3","0.12"
"4.5031E+18","1894","174882.47","2","0.11"
"4.837E+15","3751","346501.74","4","0.11"
"1.80094E+14","3813","343222.59","4","0.10"
"3.46273E+14","3152","267874.24","3","0.10"
"4.90885E+15","3787","344938.74","3","0.08"
"4.51424E+15","2534","221158.45","2","0.08"
"2.13142E+14","3785","333864.40","3","0.08"
"3.56073E+15","2535","155115.66","2","0.08"
"4.8097E+12","2542","214599.97","2","0.08"
"3.55122E+15","3767","322316.76","3","0.08"
"3.56609E+15","3767","352691.62","3","0.08"
"3.51823E+15","3212","282036.96","2","0.06"
"3.57643E+15","3821","324839.30","2","0.05"
"6.01111E+15","3793","330411.87","2","0.05"
"6.01189E+15","3781","340219.36","2","0.05"
"2.22982E+15","638","39142.45","0","0.00"
"2.2241E+15","646","39940.29","0","0.00"
"2.222E+15","1909","107680.94","0","0.00"
"4.41058E+18","1279","85069.04","0","0.00"
"4.40001E+18","2570","151489.81","0","0.00"
"6.75946E+11","1908","100013.09","0","0.00"
"2.13199E+14","641","61671.35","0","0.00"
"4.23944E+12","1254","72817.32","0","0.00"
"2.13191E+14","1880","90151.23","0","0.00"
"2.13186E+14","1253","65362.82","0","0.00"
"2.13175E+14","1882","112284.69","0","0.00"
"2.13164E+14","1259","115418.16","0","0.00"
"2.13155E+14","1248","119364.20","0","0.00"
"2.13153E+14","1869","85762.86","0","0.00"
"4.38491E+15","1923","134731.84","0","0.00"
"4.26E+12","1274","81767.70","0","0.00"
"2.13107E+14","640","61309.19","0","0.00"
"4.6404E+12","2534","150200.94","0","0.00"
"4.65101E+15","1264","73482.00","0","0.00"
"4.65318E+18","1266","62679.46","0","0.00"
"2.23119E+15","629","42430.58","0","0.00"
"3.68903E+13","628","35787.65","0","0.00"
"4.662E+18","1274","77737.89","0","0.00"
"3.67227E+13","3786","321613.24","0","0.00"
"3.60781E+13","2551","153457.37","0","0.00"
"4.6816E+15","3123","282688.14","0","0.00"
"6.76373E+11","3184","185175.31","0","0.00"
"3.59801E+15","1253","124781.26","0","0.00"
"4.70899E+15","2528","150289.78","0","0.00"
"4.61006E+15","629","43574.70","0","0.00"
"3.74822E+14","630","42695.02","0","0.00"
"3.59233E+15","631","42004.52","0","0.00"
"3.75248E+14","2511","154150.04","0","0.00"
"4.746E+12","3771","281903.82","0","0.00"
"3.58364E+15","3847","343886.89","0","0.00"
"3.58329E+15","1283","72620.43","0","0.00"
"3.58275E+15","2535","170421.01","0","0.00"
"3.5776E+15","629","36318.95","0","0.00"
"4.77707E+15","1884","177787.72","0","0.00"
"4.78323E+12","1890","109219.37","0","0.00"
"3.57614E+15","622","38562.08","0","0.00"
"3.57602E+15","3159","150259.34","0","0.00"
"3.57303E+15","2522","150222.64","0","0.00"
"3.57298E+15","625","38979.27","0","0.00"
"4.81079E+18","1896","108132.10","0","0.00"
"4.81084E+18","2546","154778.15","0","0.00"
"3.56874E+15","1905","182592.49","0","0.00"
"3.56826E+15","2521","148962.01","0","0.00"
"3.5677E+15","3178","157468.48","0","0.00"
"4.84131E+15","2503","233080.59","0","0.00"
"3.566E+15","641","35796.24","0","0.00"
"4.85549E+18","2516","232920.12","0","0.00"
"3.56688E+15","1265","120139.96","0","0.00"
"4.87378E+15","2494","227550.03","0","0.00"
"3.56541E+15","626","36330.71","0","0.00"
"3.79141E+14","629","40076.64","0","0.00"
"3.56121E+15","639","46222.07","0","0.00"
"3.5607E+15","1883","118563.22","0","0.00"
"4.90063E+12","3182","193832.10","0","0.00"
"3.79897E+14","1264","85556.16","0","0.00"
"4.9147E+15","622","39064.67","0","0.00"
"4.58493E+18","1893","169544.44","0","0.00"
"3.56032E+15","2516","152000.89","0","0.00"
"3.55972E+15","1259","116260.22","0","0.00"
"3.55916E+15","2517","239158.66","0","0.00"
"3.55865E+15","1898","124771.04","0","0.00"
"4.95165E+15","2531","142282.99","0","0.00"
"4.95792E+12","1254","80592.08","0","0.00"
"4.56283E+12","1246","74814.11","0","0.00"
"4.96986E+15","1270","96696.69","0","0.00"
"3.5492E+15","1908","121377.02","0","0.00"
"1.80018E+14","1867","159984.65","0","0.00"
"4.98032E+18","633","39464.06","0","0.00"
"4.98693E+15","643","43496.20","0","0.00"
"1.80073E+14","1892","117350.40","0","0.00"
"3.53852E+15","1881","117471.85","0","0.00"
"4.53857E+12","1892","119620.91","0","0.00"
"4.537E+18","3176","171274.11","0","0.00"
"3.53161E+15","627","40076.39","0","0.00"
"4.01E+15","1898","168399.50","0","0.00"
"3.52841E+15","1268","104751.32","0","0.00"
"3.52754E+15","3164","177748.04","0","0.00"
"3.52182E+15","1878","179672.05","0","0.00"
"5.28929E+15","638","35060.81","0","0.00"
"5.35954E+15","2517","170671.54","0","0.00"
"5.38866E+15","1899","109496.87","0","0.00"
"3.51329E+15","621","41397.07","0","0.00"
"5.50108E+15","1878","120234.39","0","0.00"
"4.0401E+18","1925","186350.63","0","0.00"
"4.31137E+18","1257","75498.89","0","0.00"
"3.50659E+15","1868","98133.18","0","0.00"
"3.50418E+15","1884","113237.91","0","0.00"
"3.50209E+15","3161","177657.39","0","0.00"
"5.65399E+11","626","56756.90","0","0.00"
"5.67868E+11","3166","265211.56","0","0.00"
"3.4879E+14","2551","147651.92","0","0.00"
"3.48379E+14","1256","82134.84","0","0.00"
"3.45832E+14","1889","127120.78","0","0.00"
"4.50254E+18","1901","133864.36","0","0.00"
"4.50145E+15","648","62313.25","0","0.00"
"4.04504E+18","1262","86960.48","0","0.00"
"5.80954E+11","1266","80178.94","0","0.00"
"4.0891E+18","1867","165046.60","0","0.00"
"4.48243E+15","1908","113728.92","0","0.00"
"3.4232E+14","1891","173742.72","0","0.00"
"4.12873E+18","2540","154450.91","0","0.00"
"6.01125E+15","1246","90792.53","0","0.00"
"4.14761E+15","2524","163374.09","0","0.00"
"6.01133E+15","1881","155943.76","0","0.00"
"3.0446E+13","639","32436.73","0","0.00"
"4.33423E+15","2501","171822.36","0","0.00"
"3.04083E+13","620","56050.17","0","0.00"
"3.03433E+13","1916","116835.47","0","0.00"
"4.46978E+18","2518","136096.78","0","0.00"
"4.34496E+15","1903","172437.68","0","0.00"
"3.02635E+13","1917","113761.51","0","0.00"
"6.01172E+15","3172","281511.06","0","0.00"
"3.0176E+13","2543","154461.05","0","0.00"
"3.01535E+13","1888","116341.74","0","0.00"
"3.01507E+13","1905","112095.78","0","0.00"
"3.01435E+13","1869","122463.33","0","0.00"
"4.15876E+15","632","34663.91","0","0.00"
"3.01031E+13","1255","105084.54","0","0.00"
"6.30425E+11","3809","214803.96","0","0.00"
"4.45237E+15","3151","173007.95","0","0.00"
"4.15895E+15","2527","133452.00","0","0.00"
"3.00268E+13","2517","233056.75","0","0.00"
"6.39077E+11","635","36414.42","0","0.00"
"6.39096E+11","631","37749.03","0","0.00"
"4.1714E+15","628","40473.33","0","0.00"
"2.70698E+15","1877","174179.78","0","0.00"
"6.51507E+15","622","32875.08","0","0.00"
"4.44058E+12","641","45371.11","0","0.00"
"4.43309E+15","638","52730.24","0","0.00"
"2.57671E+15","1922","143808.01","0","0.00"
"2.31806E+15","629","37994.43","0","0.00"
"6.52645E+15","624","43269.73","0","0.00"
"2.29601E+15","2536","118710.87","0","0.00"
"4.1781E+15","1887","166864.37","0","0.00"
"4.17972E+15","630","39338.06","0","0.00"
"6.53533E+15","636","50839.03","0","0.00"
"2.28507E+15","1274","79121.64","0","0.00"
"4.18653E+12","1888","121249.36","0","0.00"
"6.53965E+15","653","36803.78","0","0.00"
"4.42516E+15","652","44360.81","0","0.00"
"2.28087E+15","636","37060.68","0","0.00"
"4.20811E+18","1261","112788.39","0","0.00"
"4.2205E+18","1269","80447.15","0","0.00"
"6.59286E+15","1906","103958.11","0","0.00"
