"cc_num","fraud_before","fraud_after"
"4.98032E+18","0.00","0.00"
"4.98113E+12","0.00","0.50"
"4.98693E+15","0.00","0.00"
"4.9883E+12","0.00","1.14"
"4.98985E+18","0.00","2.74"
"4.99049E+12","0.92","0.00"
"4.99235E+18","0.52","0.00"
"4.99626E+15","0.95","0.00"
"4.99773E+15","0.00","1.05"
"4.99811E+15","0.60","0.00"
"5.01803E+11","0.63","0.00"
"5.01828E+11","2.11","0.00"
"5.01831E+11","0.00","1.52"
"5.01851E+11","100.00",NULL
"5.01883E+11","0.00","4.35"
"5.01895E+11","100.00",NULL
"5.01899E+11","0.72","0.00"
"5.02013E+11","0.99","0.00"
"5.02038E+11","0.77","0.00"
"5.0205E+11","0.67","0.00"
"5.03848E+11","1.05","0.00"
"5.03851E+11",NULL,"100.00"
"5.03874E+11","0.49","0.00"
"5.10481E+15","1.09","0.00"
"5.12741E+15","2.89","0.00"
"5.13048E+15","1.56","0.00"
"5.14404E+15","100.00",NULL
"5.15205E+15","0.63","0.00"
"5.1549E+15","3.81","0.00"
"5.28929E+15","0.00","0.00"
"5.30165E+15","100.00",NULL
"5.35954E+15","0.00","0.00"
"5.38866E+15","0.00","0.00"
"5.41006E+15","0.00","3.08"
"5.45671E+15","0.00","1.53"
"5.45678E+15","0.34","0.00"
"5.50108E+15","0.00","0.00"
"5.54064E+15","0.65","0.00"
"5.55986E+15","1.12","0.00"
"5.58056E+15","1.35","0.00"
"5.59635E+15","0.89","0.00"
"5.60881E+11","0.00","3.18"
"5.61943E+11","0.87","0.00"
"5.65399E+11","0.00","0.00"
"5.67868E+11","0.00","0.00"
"5.68279E+11","1.15","0.00"
"5.70273E+11","0.00","4.89"
"5.71314E+11","3.70","0.00"
"5.71365E+11","0.44","0.00"
"5.71465E+11","0.83","0.00"
"5.71844E+11","0.00","1.54"
"5.73284E+11","0.00","3.17"
"5.7386E+11","0.71","0.00"
"5.77589E+11","0.00","0.94"
"5.77891E+11","100.00",NULL
"5.80954E+11","0.00","0.00"
"5.81293E+11","1.01","0.00"
"5.81508E+11","0.00","3.21"
"5.81686E+11","0.53","0.00"
"5.83699E+11","0.00","1.10"
"5.84674E+11","0.41","0.00"
"5.86101E+11",NULL,"100.00"
"6.01111E+15","0.09","0.00"
"6.01115E+15","0.72","0.77"
"6.0111E+15","0.00","0.54"
"6.01123E+15","1.29","0.00"
"6.01125E+15","0.00","0.00"
"6.0112E+15","2.45","0.00"
"6.01131E+15","1.22","0.00"
"6.01133E+15","0.00","0.00"
"6.01135E+15","0.59","0.00"
"6.01136E+15","0.95","0.00"
"6.01137E+15","0.43","0.00"
"6.01138E+15","1.46","0.00"
"6.01139E+15","0.27","0.69"
"6.01144E+15","0.62","0.00"
"6.01148E+15","0.00","3.86"
"6.01149E+15","0.00","1.32"
"6.0114E+15","0.00","0.83"
"6.01154E+15","0.71","0.00"
"6.01155E+15","1.86","0.00"
"6.01158E+15","3.51","0.00"
"6.0115E+15","0.31","0.00"
"6.01163E+15","1.32","0.00"
"6.01165E+15","0.36","0.00"
"6.01168E+15","0.61","0.00"
"6.01169E+15","0.80","0.00"
"6.0116E+15","1.09","0.00"
"6.01171E+15","2.70","0.00"
"6.01172E+15","0.00","0.00"
"6.01173E+15","100.00",NULL
"6.01183E+15","100.00",NULL
"6.01186E+15","0.33","0.00"
"6.01189E+15","0.00","0.13"
"6.01192E+15","0.00","1.08"
"6.01193E+15","1.37","0.00"
"6.01194E+15","100.00",NULL
"6.01195E+15","3.08","0.00"
"6.01198E+15","0.00","4.53"
"6.012E+15","0.00","1.12"
"6.30413E+11","2.16","0.00"
"6.30423E+11","0.00","0.44"
"6.30425E+11","0.00","0.00"
"6.30426E+11","1.31","0.00"
"6.30442E+11","0.28","0.00"
"6.30452E+11","0.45","0.00"
"6.30469E+11","0.00","0.78"
"6.30471E+11","2.63","0.00"
"6.30485E+11","0.54","0.00"
"6.39024E+11","0.76","0.00"
"6.3903E+11","1.05","0.00"
"6.39046E+11","0.00","2.03"
"6.39077E+11","0.00","0.00"
"6.39096E+11","0.00","0.00"
"6.50025E+15",NULL,"100.00"
"6.50131E+15","1.63","0.00"
"6.5022E+15","2.15","0.00"
"6.50612E+15","0.98","0.00"
"6.50698E+15","0.00","1.80"
"6.51135E+15","0.35","0.00"
"6.51507E+15","0.00","0.00"
"6.51722E+15","0.73","0.00"
"6.51778E+15","100.00",NULL
"6.52318E+15","1.84","0.00"
"6.52438E+15","1.65","0.00"
"6.52645E+15","0.00","0.00"
"6.52678E+15","2.91","0.00"
"6.52696E+15","2.89","0.00"
"6.52891E+15","0.91","0.00"
"6.53463E+15","0.00","0.97"
"6.53533E+15","0.00","0.00"
"6.53844E+15","0.00","1.02"
"6.53889E+15","0.00","1.01"
"6.53965E+15","0.00","0.00"
"6.54098E+15","1.05","0.00"
"6.54473E+15","0.00","1.16"
"6.54767E+15","0.81","0.00"
"6.5504E+15","1.33","0.00"
"6.55425E+15","0.00","1.41"
"6.56446E+15","0.00","1.15"
"6.5691E+15","3.32","0.00"
"6.57356E+15","0.00","1.26"
"6.57778E+15","100.00",NULL
"6.59207E+15","1.68","0.00"
"6.59224E+15","0.96","0.00"
"6.59286E+15","0.00","0.00"
"6.59325E+15","0.52","0.00"
"6.59394E+15","0.00","3.99"
"6.59597E+15","0.00","1.28"
"6.59674E+15","0.00","1.87"
"6.59725E+15","0.00","5.30"
"6.59789E+15","0.68","0.00"
"6.7591E+11","1.50","0.00"
"6.75946E+11","0.00","0.00"
"6.75962E+11","0.00","5.56"
"6.7599E+11","0.99","0.00"
"6.76102E+11","0.39","0.00"
"6.76118E+11","1.71","0.00"
"6.76149E+11","1.82","0.00"
"6.76174E+11","0.00","1.16"
"6.7618E+11","100.00",NULL
"6.76195E+11","0.55","0.00"
"6.76234E+11","2.79","0.00"
"6.76246E+11","1.45","0.00"
"6.76248E+11","1.18","0.00"
"6.76276E+11","0.00","5.36"
"6.76282E+11","0.00","1.17"
"6.76292E+11","3.02","0.00"
"6.76299E+11","1.01","0.00"
"6.76308E+11","3.16","0.00"
"6.76314E+11","0.00","1.25"
"6.7631E+11","1.33","0.00"
"6.76327E+11","2.19","0.00"
"6.76369E+11","0.00","1.13"
"6.76373E+11","0.00","0.00"
"60416207185","0.81","0.00"
"60422928733","1.06","0.00"
"60423098130","2.64","0.00"
"60427851591","3.59","0.00"
"60487002085","0.00","2.72"
"60490596305","1.34","0.00"
"60495593109","0.00","4.49"
