"cc_num","top_3_merchant_amount","total_card_amount","top_3_concentration_pct"
"5.84674E+11","8202.39","158492.01","5.18"
"4.35579E+18","6274.90","121316.13","5.17"
"3.02354E+13","9731.80","188745.39","5.16"
"5.59635E+15","6392.10","123895.11","5.16"
"3.5338E+15","6358.30","123286.69","5.16"
"3.0371E+13","3900.95","75557.51","5.16"
"1.80046E+14","4438.08","86134.68","5.15"
"4.746E+12","14517.74","281903.82","5.15"
"1.80065E+14","12882.10","250682.63","5.14"
"6.53463E+15","10236.77","199461.45","5.13"
"4.18183E+18","9724.80","189726.80","5.13"
"4.59974E+18","4244.99","82774.23","5.13"
"6.30425E+11","11009.85","214803.96","5.13"
"4.23955E+15","6880.62","134383.23","5.12"
"3.51876E+15","5693.12","112364.86","5.07"
"4.87927E+15","3411.48","67367.98","5.06"
"5.50108E+15","6087.58","120234.39","5.06"
"3.78006E+14","3121.87","61827.41","5.05"
"2.72043E+15","9975.13","197693.85","5.05"
"4.66631E+18","3249.42","64541.39","5.03"
"4.06058E+15","6612.35","131358.03","5.03"
"5.81508E+11","3377.14","67135.04","5.03"
"4.95165E+15","7158.74","142282.99","5.03"
"3.01507E+13","5643.92","112095.78","5.03"
"4.78323E+12","5468.52","109219.37","5.01"
"4.15895E+15","6681.74","133452.00","5.01"
"3.50209E+15","8884.69","177657.39","5.00"
"3.71985E+14","3792.10","76043.23","4.99"
"3.71226E+14","9176.38","184081.27","4.98"
"3.01184E+13","7687.78","154392.74","4.98"
"3.8052E+13","7558.17","151634.06","4.98"
"5.45671E+15","3863.74","77902.50","4.96"
"6.50698E+15","5637.14","113844.96","4.95"
"6.51135E+15","5650.42","114162.31","4.95"
"2.13162E+14","5641.82","114230.32","4.94"
"4.98985E+18","5764.24","116950.16","4.93"
"4.7614E+18","5302.77","107487.78","4.93"
"4.21008E+18","5970.98","121214.12","4.93"
"5.71844E+11","6264.63","127090.82","4.93"
"3.44342E+14","5957.35","120742.84","4.93"
"6.52438E+15","4548.69","92433.44","4.92"
"3.0093E+13","5354.04","109127.12","4.91"
"3.75849E+14","5910.87","120692.74","4.90"
"4.16976E+15","6684.53","136499.91","4.90"
"4.22599E+18","4082.60","83355.56","4.90"
"2.13113E+14","6414.41","131047.40","4.89"
"4.65727E+15","4092.87","83655.11","4.89"
"4.5551E+15","3504.75","71674.21","4.89"
"2.23388E+15","5740.47","117517.70","4.88"
"4.12873E+18","7531.64","154450.91","4.88"
"3.54002E+15","3009.52","61732.46","4.88"
"3.78858E+14","4039.88","82991.28","4.87"
"3.00291E+13","7064.38","145324.42","4.86"
"4.67061E+15","3960.14","81643.24","4.85"
"4.7881E+12","4340.51","89491.18","4.85"
"1.80014E+14","4332.88","89426.56","4.85"
"2.29601E+15","5758.44","118710.87","4.85"
"3.04876E+13","3747.48","77401.30","4.84"
"4.92638E+15","8543.52","176372.00","4.84"
"3.53852E+15","5688.16","117471.85","4.84"
"3.52841E+15","5055.10","104751.32","4.83"
"3.50238E+15","5976.01","123907.53","4.82"
"1.80036E+14","8638.08","179726.86","4.81"
"6.51722E+15","7758.17","161139.31","4.81"
"6.76248E+11","4051.95","84558.29","4.79"
"4.65101E+15","3512.25","73482.00","4.78"
"4.39097E+18","4149.12","87018.86","4.77"
"5.03874E+11","9339.86","195684.05","4.77"
"3.02388E+13","10037.40","210634.21","4.77"
"4.49745E+18","5073.59","106614.25","4.76"
"3.51867E+15","7800.94","164013.77","4.76"
"3.04043E+13","5491.24","116403.69","4.72"
"3.5081E+15","3584.71","76010.59","4.72"
"3.76262E+14","4075.14","86317.45","4.72"
"3.74498E+14","7627.50","161536.95","4.72"
"6.76118E+11","3987.05","84552.87","4.72"
"6.54098E+15","3861.01","81742.76","4.72"
"3.82956E+13","6728.70","142711.62","4.71"
"3.51351E+15","3615.71","76749.28","4.71"
"4.34879E+15","3042.90","64543.46","4.71"
"3.59734E+15","3754.79","79824.42","4.70"
"3.5792E+15","2853.95","60696.70","4.70"
"3.56688E+15","5636.38","120139.96","4.69"
"6.0114E+15","6454.02","137878.10","4.68"
"4.99049E+12","7381.50","158125.31","4.67"
"4.58626E+12","7739.93","165885.70","4.67"
"4.90885E+15","16124.02","344938.74","4.67"
"4.65318E+18","2926.78","62679.46","4.67"
"6.01189E+15","15806.18","340219.36","4.65"
"4.14761E+15","7600.67","163374.09","4.65"
"6.76149E+11","3807.38","81870.65","4.65"
"1.80073E+14","5462.38","117350.40","4.65"
"4.11976E+15","5889.88","127013.45","4.64"
"4.95683E+18","8980.03","193566.54","4.64"
"5.71365E+11","10480.67","226498.85","4.63"
"3.57602E+15","6935.77","150259.34","4.62"
"2.71391E+15","5575.10","120766.98","4.62"
"6.01154E+15","6596.40","142776.69","4.62"
"3.40951E+14","8316.20","180246.00","4.61"
"3.85305E+13","7286.37","158173.39","4.61"
"4.01811E+18","3432.93","74645.66","4.60"
"6.01136E+15","3703.19","80602.46","4.59"
"3.85885E+13","6701.93","145941.35","4.59"
"4.18653E+12","5564.11","121249.36","4.59"
"2.25492E+15","8604.97","188046.68","4.58"
"3.5492E+15","5550.33","121377.02","4.57"
"3.0235E+13","8264.71","180827.71","4.57"
"4.37734E+15","6427.26","141364.72","4.55"
"3.53318E+15","3616.61","79697.90","4.54"
"1.80056E+14","3315.33","73585.42","4.51"
"5.01831E+11","3312.51","73432.54","4.51"
"4.48826E+18","5681.20","126080.80","4.51"
"4.65849E+15","7147.77","158777.36","4.50"
"3.74238E+14","3356.25","74540.01","4.50"
"4.06309E+18","3356.18","74936.48","4.48"
"3.54359E+15","8062.51","180078.74","4.48"
"3.56032E+15","6807.93","152000.89","4.48"
"3.5608E+15","9258.41","206840.06","4.48"
"3.54008E+15","6254.86","140572.82","4.45"
"4.32893E+15","7314.70","164666.54","4.44"
"5.65399E+11","2516.52","56756.90","4.43"
"2.13161E+14","11402.72","258112.45","4.42"
"3.52457E+15","7083.66","160579.82","4.41"
"3.51923E+15","3906.85","88787.69","4.40"
"4.51283E+18","9301.76","212119.06","4.39"
"4.95859E+18","5523.21","125924.11","4.39"
"2.13181E+14","6823.57","155719.60","4.38"
"2.13156E+14","5545.35","126479.74","4.38"
"2.65785E+15","3868.55","88448.06","4.37"
"4.56E+18","7716.27","176975.19","4.36"
"4.62945E+15","4149.54","95264.46","4.36"
"4.61006E+15","1897.09","43574.70","4.35"
"2.29745E+15","6956.05","159817.72","4.35"
"4.45237E+15","7515.67","173007.95","4.34"
"6.01155E+15","5619.22","129367.28","4.34"
"2.71221E+15","15179.66","350093.58","4.34"
"4.65388E+15","7003.34","161773.32","4.33"
"60490596305","3914.59","90707.86","4.32"
"2.34825E+15","5618.93","129930.56","4.32"
"3.03433E+13","5021.34","116835.47","4.30"
"3.45934E+14","8955.25","208171.39","4.30"
"4.82666E+15","6938.75","161772.16","4.29"
"3.52567E+15","5442.65","127242.75","4.28"
"3.59293E+15","3591.01","83852.72","4.28"
"4.06998E+15","9438.34","221404.61","4.26"
"4.31137E+18","3215.59","75498.89","4.26"
"4.45144E+15","3874.23","91074.07","4.25"
"3.53374E+15","6379.59","150418.03","4.24"
"4.46746E+18","3487.54","82325.41","4.24"
"6.59597E+15","4911.40","116057.57","4.23"
"6.0115E+15","9004.25","213378.40","4.22"
"3.02489E+13","3278.33","77932.85","4.21"
"3.67214E+13","5047.59","119966.48","4.21"
"4.92271E+15","3597.71","85678.59","4.20"
"6.01186E+15","6486.76","155244.17","4.18"
"4.47684E+12","5405.57","129422.91","4.18"
"5.58056E+15","5128.34","122555.02","4.18"
"1.80043E+14","6024.84","144059.02","4.18"
"4.48243E+15","4745.89","113728.92","4.17"
"2.70319E+15","9562.09","229078.33","4.17"
"4.99773E+15","9504.45","228790.36","4.15"
"2.13155E+14","4953.36","119364.20","4.15"
"4.99235E+18","6833.01","164996.19","4.14"
"3.71284E+14","6319.70","152649.84","4.14"
"4.01E+15","6977.31","168399.50","4.14"
"2.72083E+15","4612.99","111860.63","4.12"
"4.39352E+12","5362.77","130199.35","4.12"
"4.48894E+15","4815.16","117061.91","4.11"
"4.61331E+12","7601.86","185294.88","4.10"
"2.26977E+15","5233.47","128198.78","4.08"
"4.87378E+15","9260.60","227550.03","4.07"
"2.13179E+14","13533.60","332785.00","4.07"
"4.27723E+15","4780.28","117870.36","4.06"
"3.51237E+15","5592.93","137805.45","4.06"
"3.76445E+14","8699.68","215969.69","4.03"
"2.13187E+14","4085.58","101388.40","4.03"
"3.41543E+14","3001.38","74624.56","4.02"
"4.24792E+12","5131.20","127659.94","4.02"
"3.52384E+15","5646.59","141715.58","3.98"
"4.19574E+12","3343.72","84086.29","3.98"
"3.52182E+15","7157.09","179672.05","3.98"
"4.47716E+18","4447.68","111753.72","3.98"
"4.64226E+15","8721.09","219933.06","3.97"
"3.58929E+15","7250.79","184014.71","3.94"
"2.1312E+14","3120.32","79289.32","3.94"
"6.01193E+15","4854.87","123183.13","3.94"
"3.42351E+14","6504.41","165651.22","3.93"
"6.01168E+15","7007.92","178315.37","3.93"
"60422928733","4995.28","126947.51","3.93"
"4.0401E+18","7278.98","186350.63","3.91"
"3.53113E+15","11169.76","287672.20","3.88"
"4.83962E+15","6063.54","156250.72","3.88"
"3.55972E+15","4484.61","116260.22","3.86"
"3.51781E+15","3110.26","80744.86","3.85"
"4.83904E+15","3448.16","89468.62","3.85"
"5.38866E+15","4211.82","109496.87","3.85"
"4.9883E+12","6168.00","160556.48","3.84"
"3.5296E+15","6715.56","175516.95","3.83"
"3.40954E+14","6729.24","177300.00","3.80"
"4.63533E+15","4203.87","110748.07","3.80"
"3.70612E+14","6414.84","169008.94","3.80"
"3.54756E+15","4479.56","117838.91","3.80"
"4.87402E+15","6400.73","168282.08","3.80"
"2.132E+14","4424.58","116678.54","3.79"
"3.49613E+14","7019.40","185693.89","3.78"
"4.31958E+18","6011.29","160372.23","3.75"
"2.13125E+14","4325.98","115443.58","3.75"
"3.01031E+13","3938.33","105084.54","3.75"
"6.01133E+15","5853.64","155943.76","3.75"
"4.71656E+15","7418.02","198965.09","3.73"
"3.56788E+15","5842.02","156941.73","3.72"
"3.58696E+15","4777.18","128821.68","3.71"
"4.29404E+15","3995.73","107581.53","3.71"
"3.55363E+15","7589.70","204948.79","3.70"
"1.80018E+14","5912.11","159984.65","3.70"
"4.0891E+18","6100.28","165046.60","3.70"
"4.43088E+15","5802.21","156848.53","3.70"
"3.47073E+14","4399.88","119306.96","3.69"
"3.59622E+15","8197.86","222093.67","3.69"
"3.00332E+13","4554.89","124114.37","3.67"
"3.77655E+14","4301.72","117512.83","3.66"
"2.2548E+15","5945.62","162465.63","3.66"
"4.68915E+18","4228.01","115694.31","3.65"
"6.3903E+11","4211.73","115512.44","3.65"
"3.52683E+15","5598.91","153552.51","3.65"
"4.6816E+15","10237.14","282688.14","3.62"
"6.01125E+15","3264.45","90792.53","3.60"
"4.22371E+18","8897.17","247647.89","3.59"
"4.57064E+15","4050.13","112701.34","3.59"
"2.28881E+15","5641.51","157292.67","3.59"
"6.39046E+11","4480.81","125115.32","3.58"
"3.56073E+15","5558.27","155115.66","3.58"
"2.13164E+14","4113.94","115418.16","3.56"
"3.02635E+13","4033.55","113761.51","3.55"
"3.51961E+15","4095.88","115235.14","3.55"
"5.13048E+15","4515.60","128253.73","3.52"
"3.73043E+14","4133.62","117420.72","3.52"
"2.13126E+14","3999.93","113952.87","3.51"
"4.19111E+15","5624.26","160467.89","3.50"
"4.93586E+15","6276.38","179663.99","3.49"
"3.76028E+14","8798.06","252019.75","3.49"
"6.012E+15","4442.50","127794.25","3.48"
"4.36538E+15","4255.46","122212.87","3.48"
"4.26578E+15","5577.79","160224.62","3.48"
"3.53581E+15","6319.51","181819.40","3.48"
"4.70787E+15","3881.11","111886.21","3.47"
"2.13175E+14","3897.54","112284.69","3.47"
"6.01137E+15","16595.22","480366.18","3.45"
"4.99811E+15","7986.86","231515.42","3.45"
"4.42434E+15","5741.50","166741.93","3.44"
"4.537E+18","5888.77","171274.11","3.44"
"3.56196E+15","6083.26","176666.80","3.44"
"1.80085E+14","6235.05","181321.73","3.44"
"3.01318E+13","9347.70","272573.44","3.43"
"5.77589E+11","4701.38","137649.94","3.42"
"3.8199E+13","8388.52","245134.30","3.42"
"3.04424E+13","5856.71","171202.78","3.42"
"4.00568E+15","5914.48","173966.92","3.40"
"3.69136E+13","9679.41","285467.54","3.39"
"2.13158E+14","9843.34","291621.00","3.38"
"3.58796E+15","6122.04","181154.79","3.38"
"3.77234E+14","5360.65","158647.21","3.38"
"3.46273E+14","9016.59","267874.24","3.37"
"3.54021E+15","6048.42","180206.96","3.36"
"6.30442E+11","5063.18","150556.00","3.36"
"2.13196E+14","3937.56","117240.55","3.36"
"3.53433E+15","8384.07","250270.29","3.35"
"3.01535E+13","3895.82","116341.74","3.35"
"3.53301E+15","4499.24","134589.35","3.34"
"4.64685E+18","9655.86","288966.74","3.34"
"3.56874E+15","6102.71","182592.49","3.34"
"3.55916E+15","7953.97","239158.66","3.33"
"4.09245E+18","5179.49","156315.96","3.31"
"6.01172E+15","9327.70","281511.06","3.31"
"4.07977E+12","5127.53","154828.96","3.31"
"4.45773E+18","7867.48","238641.44","3.30"
"4.6404E+12","4952.62","150200.94","3.30"
"4.30103E+18","8157.63","248543.11","3.28"
"3.05516E+13","9151.78","278716.79","3.28"
"4.20811E+18","3668.98","112788.39","3.25"
"4.85549E+18","7563.62","232920.12","3.25"
"2.70698E+15","5652.30","174179.78","3.25"
"6.30485E+11","7889.72","243551.44","3.24"
"6.7599E+11","4457.64","138197.86","3.23"
"2.13114E+14","2561.14","79294.46","3.23"
"4.42349E+15","3550.15","109983.97","3.23"
"4.5604E+18","7169.23","222980.98","3.22"
"4.34496E+15","5551.49","172437.68","3.22"
"4.84131E+15","7491.02","233080.59","3.21"
"3.87974E+13","5882.78","183427.96","3.21"
"4.68364E+12","7842.12","244788.04","3.20"
"5.68279E+11","3677.37","114765.64","3.20"
"2.22938E+15","5741.99","179806.49","3.19"
"1.80011E+14","7854.90","247559.35","3.17"
"4.76943E+18","5067.98","159979.46","3.17"
"2.13194E+14","7403.89","234527.69","3.16"
"3.50604E+15","7648.24","243063.39","3.15"
"5.02013E+11","4900.04","156111.06","3.14"
"3.01352E+13","5302.53","168624.09","3.14"
"2.47509E+15","5742.06","184036.28","3.12"
"4.26013E+12","4391.40","141395.11","3.11"
"3.00304E+13","7408.50","239330.05","3.10"
"4.86131E+18","8149.08","263619.40","3.09"
"3.45389E+14","4341.64","141013.99","3.08"
"3.43669E+14","3785.57","122818.38","3.08"
"5.81293E+11","5466.43","178113.73","3.07"
"3.77114E+14","4507.60","146798.64","3.07"
"1.80048E+14","10252.48","333596.16","3.07"
"4.837E+15","10595.95","346501.74","3.06"
"3.4879E+14","4489.81","147651.92","3.04"
"6.01115E+15","7312.76","240781.31","3.04"
"3.01996E+13","8292.87","272918.98","3.04"
"5.61943E+11","5079.10","166813.03","3.04"
"5.67868E+11","8026.60","265211.56","3.03"
"3.58601E+15","8463.27","280194.90","3.02"
"1.80049E+14","7080.81","235320.58","3.01"
"3.75534E+14","7159.08","240520.02","2.98"
"5.71465E+11","6997.92","235173.40","2.98"
"4.5E+12","4714.88","158810.75","2.97"
"4.61005E+15","5310.33","179090.79","2.97"
"3.51823E+15","8354.89","282036.96","2.96"
"3.00268E+13","6888.75","233056.75","2.96"
"5.02038E+11","5323.99","179977.52","2.96"
"2.38346E+15","4522.14","152969.47","2.96"
"3.02305E+13","5283.79","179288.72","2.95"
"6.30469E+11","4589.06","155397.61","2.95"
"1.80031E+14","8436.41","288018.89","2.93"
"3.4232E+14","5074.28","173742.72","2.92"
"3.73905E+14","7971.44","272679.99","2.92"
"3.00747E+13","6605.81","226828.13","2.91"
"6.53889E+15","9778.34","337377.94","2.90"
"3.59074E+15","9845.64","339745.31","2.90"
"4.2929E+18","3835.44","132578.40","2.89"
"3.59822E+15","7852.38","272985.80","2.88"
"1.80068E+14","6282.74","218442.06","2.88"
"6.50612E+15","6699.34","234111.28","2.86"
"3.0176E+13","4417.17","154461.05","2.86"
"4.86229E+12","4080.85","142892.52","2.86"
"4.67173E+15","4408.42","154770.78","2.85"
"3.51362E+15","4143.60","146115.00","2.84"
"3.01974E+13","6336.87","223774.99","2.83"
"3.04282E+13","6846.59","245073.52","2.79"
"3.64859E+13","4937.72","176875.79","2.79"
"3.4471E+14","9580.95","343031.59","2.79"
"6.59325E+15","4492.75","161515.57","2.78"
"4.8097E+12","5956.64","214599.97","2.78"
"6.01144E+15","9831.29","353754.06","2.78"
"4.51424E+15","6079.03","221158.45","2.75"
"3.52142E+15","9155.85","334935.74","2.73"
"4.44953E+15","4284.18","157037.92","2.73"
"3.55122E+15","8808.42","322316.76","2.73"
"4.44637E+15","6400.90","237415.89","2.70"
"2.25206E+15","6261.33","232924.16","2.69"
"2.13142E+14","8957.22","333864.40","2.68"
"6.01111E+15","8808.85","330411.87","2.67"
"3.58364E+15","9066.46","343886.89","2.64"
"3.59312E+15","4149.55","157801.93","2.63"
"4.77707E+15","4662.99","177787.72","2.62"
"3.57643E+15","8471.89","324839.30","2.61"
"1.80094E+14","8972.01","343222.59","2.61"
"4.29493E+12","3870.30","149430.50","2.59"
"3.70877E+14","6880.37","266472.22","2.58"
"2.24874E+15","3784.21","147166.95","2.57"
"3.58704E+15","4678.17","182522.88","2.56"
"3.85805E+13","3951.75","154701.34","2.55"
"4.45195E+15","6061.58","237765.83","2.55"
"3.00443E+13","6816.97","268756.07","2.54"
"3.67227E+13","8059.10","321613.24","2.51"
"3.7252E+14","6771.28","270548.00","2.50"
"4.14924E+15","6027.15","241924.04","2.49"
"4.79263E+18","7860.92","315307.07","2.49"
"2.72001E+15","5783.03","235358.46","2.46"
"2.13174E+14","6106.32","247840.13","2.46"
"3.50097E+15","5606.82","230470.37","2.43"
"4.93998E+15","7650.00","318991.32","2.40"
"2.24254E+15","6228.09","265047.12","2.35"
"4.58681E+15","6361.51","273511.13","2.33"
"3.0273E+13","5943.61","272042.85","2.18"
