cc_num,fraud_pre,fraud_post,fraud_delta
3519610000000000.0,1.06,0.0,-1.06
60422928733.0,1.06,0.0,-1.06
30364100000000.0,1.06,0.0,-1.06
4635330000000000.0,1.06,0.0,-1.06
4220350000000.0,1.07,0.0,-1.07
30074700000000.0,1.07,0.0,-1.07
4306630000000.0,1.07,0.0,-1.07
180056000000000.0,1.07,0.0,-1.07
2291160000000000.0,1.07,0.0,-1.07
378279000000000.0,1.08,0.0,-1.08
4.46746e+18,1.08,0.0,-1.08
213174000000000.0,1.08,0.0,-1.08
4670610000000000.0,1.08,0.0,-1.08
5104810000000000.0,1.09,0.0,-1.09
4.39097e+18,1.09,0.0,-1.09
4025610000000000.0,1.09,0.0,-1.09
4658120000000.0,1.09,0.0,-1.09
6011600000000000.0,1.09,0.0,-1.09
343473000000000.0,1.09,0.0,-1.09
4585130000000.0,1.09,0.0,-1.09
4.59974e+18,1.1,0.0,-1.1
4.35579e+18,1.11,0.0,-1.11
4788100000000.0,1.12,0.0,-1.12
5559860000000000.0,1.12,0.0,-1.12
568279000000.0,1.15,0.0,-1.15
3559680000000000.0,1.15,0.0,-1.15
347073000000000.0,1.16,0.0,-1.16
4067140000000000.0,1.17,0.0,-1.17
3558880000000000.0,1.17,0.0,-1.17
4878360000000000.0,1.18,0.0,-1.18
376262000000000.0,1.18,0.0,-1.18
676248000000.0,1.18,0.0,-1.18
373043000000000.0,1.18,0.0,-1.18
3565420000000000.0,1.18,0.0,-1.18
180068000000000.0,1.19,0.0,-1.19
3533800000000000.0,1.19,0.0,-1.19
30344700000000.0,1.19,0.0,-1.19
345060000000000.0,1.19,0.0,-1.19
180069000000000.0,1.2,0.0,-1.2
4.31213e+18,1.2,0.0,-1.2
180017000000000.0,1.21,0.0,-1.21
4003770000000000.0,1.21,0.0,-1.21
4.35814e+18,1.21,0.0,-1.21
30248900000000.0,1.22,0.0,-1.22
6011310000000000.0,1.22,0.0,-1.22
3592930000000000.0,1.22,0.0,-1.22
3547570000000000.0,1.23,0.0,-1.23
3597340000000000.0,1.23,0.0,-1.23
30442400000000.0,1.24,0.0,-1.24
3506040000000000.0,1.24,0.0,-1.24
4048510000000000.0,1.25,0.0,-1.25
30371000000000.0,1.26,0.0,-1.26
3517530000000000.0,1.26,0.0,-1.26
4.97353e+18,1.28,0.0,-1.28
6011230000000000.0,1.29,0.0,-1.29
36153900000000.0,1.3,0.0,-1.3
341546000000000.0,1.31,0.0,-1.31
630426000000.0,1.31,0.0,-1.31
4294040000000000.0,1.31,0.0,-1.31
4926380000000000.0,1.31,0.0,-1.31
3595110000000000.0,1.32,0.0,-1.32
2356280000000000.0,1.32,0.0,-1.32
6011630000000000.0,1.32,0.0,-1.32
2657850000000000.0,1.33,0.0,-1.33
6550400000000000.0,1.33,0.0,-1.33
676310000000.0,1.33,0.0,-1.33
4822370000000000.0,1.33,0.0,-1.33
4393520000000.0,1.33,0.0,-1.33
36721400000000.0,1.34,0.0,-1.34
60490596305.0,1.34,0.0,-1.34
3534720000000000.0,1.34,0.0,-1.34
5580560000000000.0,1.35,0.0,-1.35
2720830000000000.0,1.35,0.0,-1.35
4.21008e+18,1.35,0.0,-1.35
2256230000000000.0,1.36,0.0,-1.36
3566370000000000.0,1.37,0.0,-1.37
6011930000000000.0,1.37,0.0,-1.37
4006050000000.0,1.38,0.0,-1.38
4682740000000000.0,1.38,0.0,-1.38
30360300000000.0,1.39,0.0,-1.39
4952580000000000.0,1.4,0.0,-1.4
2512310000000000.0,1.41,0.0,-1.41
30143700000000.0,1.41,0.0,-1.41
4383520000000.0,1.42,0.0,-1.42
4859530000000000.0,1.44,0.0,-1.44
676246000000.0,1.45,0.0,-1.45
3508100000000000.0,1.45,0.0,-1.45
3575540000000000.0,1.45,0.0,-1.45
6011380000000000.0,1.46,0.0,-1.46
4629450000000000.0,1.46,0.0,-1.46
377896000000000.0,1.46,0.0,-1.46
2720890000000000.0,1.47,0.0,-1.47
4.89707e+18,1.5,0.0,-1.5
675910000000.0,1.5,0.0,-1.5
3517810000000000.0,1.5,0.0,-1.5
3565200000000000.0,1.51,0.0,-1.51
3599240000000000.0,1.53,0.0,-1.53
4933460000000000.0,1.54,0.0,-1.54
4254070000000000.0,1.55,0.0,-1.55
3562680000000000.0,1.55,0.0,-1.55
5130480000000000.0,1.56,0.0,-1.56
2719500000000000.0,1.57,0.0,-1.57
2450830000000000.0,1.58,0.0,-1.58
3567530000000000.0,1.61,0.0,-1.61
6501310000000000.0,1.63,0.0,-1.63
180014000000000.0,1.64,0.0,-1.64
6524380000000000.0,1.65,0.0,-1.65
4922710000000000.0,1.67,0.0,-1.67
6592070000000000.0,1.68,0.0,-1.68
374238000000000.0,1.7,0.0,-1.7
4601640000000.0,1.71,0.0,-1.71
676118000000.0,1.71,0.0,-1.71
213156000000000.0,1.72,0.0,-1.72
4279160000000.0,1.74,0.0,-1.74
4365380000000000.0,1.79,0.0,-1.79
4488940000000000.0,1.79,0.0,-1.79
4260130000000.0,1.8,0.0,-1.8
676149000000.0,1.82,0.0,-1.82
4266200000000000.0,1.83,0.0,-1.83
6523180000000000.0,1.84,0.0,-1.84
6011550000000000.0,1.86,0.0,-1.86
3576510000000000.0,1.88,0.0,-1.88
2274910000000000.0,1.89,0.0,-1.89
4600160000000.0,1.9,0.0,-1.9
4.04444e+18,1.92,0.0,-1.92
36360500000000.0,1.93,0.0,-1.93
4.79894e+18,1.96,0.0,-1.96
3519230000000000.0,1.98,0.0,-1.98
3550550000000000.0,1.99,0.0,-1.99
2248350000000000.0,2.05,0.0,-2.05
2235340000000000.0,2.07,0.0,-2.07
4396680000000.0,2.07,0.0,-2.07
213187000000000.0,2.07,0.0,-2.07
3598900000000000.0,2.08,0.0,-2.08
4.75604e+18,2.1,0.0,-2.1
377265000000000.0,2.11,0.0,-2.11
501828000000.0,2.11,0.0,-2.11
3560250000000000.0,2.12,0.0,-2.12
6502200000000000.0,2.15,0.0,-2.15
630413000000.0,2.16,0.0,-2.16
4348790000000000.0,2.19,0.0,-2.19
676327000000.0,2.19,0.0,-2.19
4.37337e+18,2.2,0.0,-2.2
4134460000000000.0,2.24,0.0,-2.24
2260800000000000.0,2.31,0.0,-2.31
4116550000000000.0,2.32,0.0,-2.32
346208000000000.0,2.34,0.0,-2.34
30373800000000.0,2.37,0.0,-2.37
4.2097e+18,2.39,0.0,-2.39
30596500000000.0,2.4,0.0,-2.4
3536920000000000.0,2.41,0.0,-2.41
3511060000000000.0,2.43,0.0,-2.43
6011200000000000.0,2.45,0.0,-2.45
3597980000000000.0,2.45,0.0,-2.45
4308160000000000.0,2.46,0.0,-2.46
4824020000000000.0,2.49,0.0,-2.49
4492490000000000.0,2.56,0.0,-2.56
4764200000000000.0,2.63,0.0,-2.63
630471000000.0,2.63,0.0,-2.63
60423098130.0,2.64,0.0,-2.64
3598630000000000.0,2.66,0.0,-2.66
371683000000000.0,2.68,0.0,-2.68
4158010000000.0,2.7,0.0,-2.7
6011710000000000.0,2.7,0.0,-2.7
3577660000000000.0,2.72,0.0,-2.72
4.11027e+18,2.74,0.0,-2.74
373213000000000.0,2.78,0.0,-2.78
3520550000000000.0,2.78,0.0,-2.78
676234000000.0,2.79,0.0,-2.79
3583090000000000.0,2.79,0.0,-2.79
180059000000000.0,2.82,0.0,-2.82
3593400000000000.0,2.86,0.0,-2.86
4.66631e+18,2.86,0.0,-2.86
3536820000000000.0,2.89,0.0,-2.89
6526960000000000.0,2.89,0.0,-2.89
5127410000000000.0,2.89,0.0,-2.89
4760120000000.0,2.91,0.0,-2.91
4124540000000000.0,2.91,0.0,-2.91
6526780000000000.0,2.91,0.0,-2.91
4.42608e+18,2.93,0.0,-2.93
213137000000000.0,2.96,0.0,-2.96
3541550000000000.0,2.99,0.0,-2.99
3542160000000000.0,3.02,0.0,-3.02
676292000000.0,3.02,0.0,-3.02
6011950000000000.0,3.08,0.0,-3.08
180095000000000.0,3.12,0.0,-3.12
3541690000000000.0,3.12,0.0,-3.12
4687260000000.0,3.15,0.0,-3.15
2288750000000000.0,3.15,0.0,-3.15
676308000000.0,3.16,0.0,-3.16
342036000000000.0,3.18,0.0,-3.18
4260060000000000.0,3.2,0.0,-3.2
4189810000000.0,3.2,0.0,-3.2
3540860000000000.0,3.23,0.0,-3.23
36192600000000.0,3.25,0.0,-3.25
4879270000000000.0,3.28,0.0,-3.28
4.85585e+18,3.3,0.0,-3.3
4806440000000.0,3.31,0.0,-3.31
6569100000000000.0,3.32,0.0,-3.32
3554820000000000.0,3.37,0.0,-3.37
3565940000000000.0,3.44,0.0,-3.44
347613000000000.0,3.46,0.0,-3.46
6011580000000000.0,3.51,0.0,-3.51
3537800000000000.0,3.58,0.0,-3.58
60427851591.0,3.59,0.0,-3.59
3557440000000000.0,3.59,0.0,-3.59
3562260000000000.0,3.62,0.0,-3.62
4555100000000000.0,3.66,0.0,-3.66
2610530000000000.0,3.66,0.0,-3.66
571314000000.0,3.7,0.0,-3.7
3544610000000000.0,3.72,0.0,-3.72
4789910000000000.0,3.76,0.0,-3.76
4917230000000.0,3.78,0.0,-3.78
4633070000000000.0,3.8,0.0,-3.8
5154900000000000.0,3.81,0.0,-3.81
342360000000000.0,3.96,0.0,-3.96
2227670000000000.0,4.08,0.0,-4.08
3534090000000000.0,4.12,0.0,-4.12
501851000000.0,100.0,,
501895000000.0,100.0,,
503851000000.0,,100.0,
577891000000.0,100.0,,
586101000000.0,,100.0,
676180000000.0,100.0,,
4076170000000.0,100.0,,
4295300000000.0,,100.0,
4457490000000.0,100.0,,
4593570000000.0,100.0,,
4598030000000.0,100.0,,
4629130000000.0,100.0,,
4844240000000.0,100.0,,
4883410000000.0,,100.0,
4975460000000.0,100.0,,
30499700000000.0,100.0,,
38534200000000.0,100.0,,
38817500000000.0,100.0,,
180021000000000.0,,100.0,
180038000000000.0,100.0,,
180053000000000.0,,100.0,
180099000000000.0,,100.0,
340187000000000.0,100.0,,
345226000000000.0,100.0,,
347399000000000.0,,100.0,
349813000000000.0,100.0,,
372965000000000.0,,100.0,
375623000000000.0,,100.0,
378263000000000.0,100.0,,
2242180000000000.0,,100.0,
2287280000000000.0,100.0,,
2295960000000000.0,100.0,,
3521260000000000.0,100.0,,
3524490000000000.0,100.0,,
3528040000000000.0,,100.0,
3529790000000000.0,,100.0,
3540420000000000.0,,100.0,
3542830000000000.0,,100.0,
3543890000000000.0,100.0,,
3545580000000000.0,100.0,,
3546440000000000.0,100.0,,
3547340000000000.0,100.0,,
3548710000000000.0,100.0,,
3550410000000000.0,,100.0,
3554420000000000.0,100.0,,
3588000000000000.0,,100.0,
4087540000000000.0,,100.0,
4157210000000000.0,100.0,,
4168700000000000.0,100.0,,
4204240000000000.0,100.0,,
4417680000000000.0,,100.0,
4492680000000000.0,100.0,,
4669560000000000.0,100.0,,
4734310000000000.0,100.0,,
5144040000000000.0,100.0,,
5301650000000000.0,100.0,,
6011730000000000.0,100.0,,
6011830000000000.0,100.0,,
6011940000000000.0,100.0,,
6500250000000000.0,,100.0,
6517780000000000.0,100.0,,
6577780000000000.0,100.0,,
4.16287e+18,100.0,,
4.18019e+18,100.0,,
4.24352e+18,100.0,,
4.25711e+18,100.0,,
4.35231e+18,,100.0,
4.48117e+18,100.0,,
4.65963e+18,100.0,,
4.71402e+18,100.0,,
4.91182e+18,100.0,,
